Node, InDeg, OutDeg, CloseCent, BetwnCent, influence_mean_0, influence_mean_1, influence_mean_2, influence_mean_3, influence_mean_4, influence_std_0, influence_std_1, influence_std_2, influence_std_3, influence_std_4, redundancy_mean_0, redundancy_mean_1, redundancy_mean_2, redundancy_mean_3, redundancy_mean_4, redundancy_std_0, redundancy_std_1, redundancy_std_2, redundancy_std_3, redundancy_std_4, avgdeathage_mean_0, avgdeathage_mean_1, avgdeathage_mean_2, avgdeathage_mean_3, avgdeathage_mean_4, avgdeathage_std_0, avgdeathage_std_1, avgdeathage_std_2, avgdeathage_std_3, avgdeathage_std_4
0, 46, 89, 0.5494791666666666, 0.014643268493406173, 0.05337657232704403, 0.039680556602726416, 0.02114277148572678, 0.01445259553076785, 0.01083559214878584, 0.03230066920908256, 0.01060017540227952, 0.0024982664617795754, 0.0009741902399231441, 0.0004990280245817272, 0.0875, 0.06592948717948718, 0.024617521987087203, 0.011019320242922927, 0.007803046488642091, 0.24076700355322775, 0.15516969076026974, 0.02005147204905649, 0.010916481569074106, 0.006013260004538825, 12.174166666666668, 9.173316128316127, 4.603815969194966, 3.104679650134355, 2.3152662495415592, 7.325705265630669, 2.6311189166585547, 0.5610475075520258, 0.21142770602083633, 0.1038404819945325
1, 42, 27, 0.5396419437340153, 0.004263202226015465, 0.04571260107816712, 0.04209073224993036, 0.01937565485888076, 0.014137675880136239, 0.010559391255645093, 0.02374550125612061, 0.013591420862413937, 0.0017332545658132208, 0.0014916180474757116, 0.000646291812908499, 0.05178571428571428, 0.11714160839160839, 0.016278425340874005, 0.01510823013188874, 0.00795211222292978, 0.10709489667310967, 0.10258072110157074, 0.020118654461843816, 0.014275934349484386, 0.006603159786734261, 10.277261904761904, 9.540412087912088, 4.216961760489481, 3.047459874496966, 2.257011036262309, 5.724784426671402, 2.978039651463158, 0.39694193950708667, 0.33338308859102544, 0.14429621018454308
2, 57, 22, 0.5656836461126006, 0.0033800452478578162, 0.047436936752974494, 0.03712611549875701, 0.018856490138981035, 0.013282869752334937, 0.009814408026333914, 0.022453034076581523, 0.012622753051062762, 0.0032046788818782387, 0.0008057827357428986, 0.00037505551598571163, 0.1272222222222222, 0.05531621156621156, 0.032027229906239435, 0.019928170285742407, 0.01956048977906542, 0.2091347548328884, 0.07005706665437834, 0.028149035885247416, 0.014743399548179142, 0.009406974979073782, 11.40502886002886, 8.313778305028304, 4.128327132038797, 2.8760625040854637, 2.1214204391106657, 5.621115887699162, 2.8547570815073904, 0.7170228583664884, 0.17886896321187964, 0.07560610838659242
3, 13, 19, 0.4596949891067538, 0.0006649389610331607, 0.062464622641509426, 0.044214004679806566, 0.02271267656460755, 0.01712317945669221, 0.012906402209920925, 0.017201151416633382, 0.011700052327115445, 0.0032853054820176954, 0.0010674721235103414, 0.0006381572872403268, 0.12972222222222224, 0.06891233766233766, 0.023013562774564893, 0.006293004483428575, 0.010029162106846679, 0.21518205757273207, 0.12919107678439617, 0.02286959812403778, 0.00574410910184726, 0.006548311655798775, 14.11277777777778, 9.899697524697524, 4.933572628121986, 3.676650948350767, 2.7584131754056727, 4.146180787599208, 2.739077515055557, 0.7330250073212806, 0.23603396574334018, 0.1372621324670933
4, 47, 16, 0.5466321243523317, 0.002514510491290658, 0.04668632075471699, 0.04266785527103924, 0.019938497194939023, 0.01437933025946506, 0.011126584326255965, 0.021745548411387493, 0.011783806629973866, 0.00300099119872646, 0.0010481399372030355, 0.0006065442365385159, 0.095, 0.1115873015873016, 0.04364156932732306, 0.01281845213297939, 0.00710882603367438, 0.13375973484822204, 0.13965348498328575, 0.037786857298996605, 0.011309863633520684, 0.005764687067324853, 10.822499999999998, 9.854027777777778, 4.340507138171351, 3.1007809037791114, 2.376299471926499, 5.115293721880603, 3.270199342475657, 0.704732610998464, 0.235649165266682, 0.13174606841740347
5, 45, 24, 0.5438144329896907, 0.0035851195529845396, 0.05910012353998203, 0.04296691221514335, 0.021793874857276928, 0.014861811388697469, 0.01131333217814882, 0.0195527924464444, 0.015442487981272911, 0.002019237429105416, 0.0009689858138900338, 0.0004763888771564841, 0.15261904761904763, 0.07212301587301588, 0.016060768274721846, 0.00718071138987683, 0.004851126755975637, 0.2993699923009142, 0.10748635963487914, 0.016503151447822776, 0.00946818292881658, 0.004952463787258993, 13.521964285714285, 9.536933091418387, 4.720794950965443, 3.1834854343502346, 2.4182867363776714, 4.754588613025314, 3.4587368615618974, 0.42987626695848347, 0.2216084391618761, 0.10334288199764473
6, 44, 62, 0.5452196382428941, 0.011053287919686185, 0.05244159928122192, 0.03777859915241991, 0.021247520906452076, 0.015039681013448738, 0.010825413780769982, 0.022276024756385144, 0.016143001728728665, 0.002467563600705052, 0.001528567242718056, 0.000692458797331213, 0.042261904761904764, 0.06682414807414808, 0.019614418937574478, 0.01373938362212688, 0.007129242109975592, 0.08848650242331374, 0.10980073301915358, 0.019184779672576157, 0.014394468111267076, 0.006640058821658562, 11.855119047619047, 8.610930735930737, 4.582245203528688, 3.2268332990521955, 2.307036234488328, 5.351077003670042, 3.6937298749220973, 0.5346743514390168, 0.33564772456684444, 0.14697504523933566
7, 42, 47, 0.5424164524421594, 0.007944230259502116, 0.054884883198562454, 0.041024509753872965, 0.019746657889662966, 0.014804706824777589, 0.010871886435985098, 0.031448870500563664, 0.013078186866302669, 0.002650724752571353, 0.00118486953987462, 0.0005148563344985747, 0.05083333333333333, 0.05928571428571429, 0.015243986621269717, 0.01004871474945385, 0.004911012700993726, 0.15252276697085076, 0.07882588666271548, 0.012953630573351986, 0.010830591285593577, 0.006548845535901967, 12.469642857142857, 9.041502525252525, 4.252245950864731, 3.175685020485586, 2.3161618218488473, 7.8191489348389265, 2.904272718484095, 0.5746272554995744, 0.25490995529238825, 0.1104391733298468
8, 12, 22, 0.4688888888888889, 0.0006461799717978085, 0.07149090296495955, 0.04800068576601595, 0.023115155702778424, 0.01626415595728351, 0.012834534088733368, 0.0175413966593103, 0.011607595552739934, 0.002886199587490421, 0.001366703367399036, 0.0007638865043072559, 0.10297619047619047, 0.02650974025974026, 0.020663188425172875, 0.011155029230728386, 0.006066834546453495, 0.17219879055727352, 0.04761530232959366, 0.017893746879290733, 0.009596546972592589, 0.007365321578208195, 16.907261904761903, 10.762278138528139, 5.003337829827556, 3.4883713432440606, 2.740344954104194, 4.477959027204216, 2.8880087475404745, 0.6121956472152678, 0.30251635324380305, 0.16479008658392674
9, 32, 21, 0.5261845386533666, 0.0014280058101661622, 0.04979559748427673, 0.042774314914645103, 0.02115087719598889, 0.015656503587524302, 0.01199208848115694, 0.027927012731524852, 0.011336769470991622, 0.0024978172483454287, 0.0010121502500423866, 0.0006754253718316375, 0.05345238095238095, 0.12538156288156288, 0.017226475336393605, 0.00913894585450083, 0.00578056843729969, 0.10911017908123108, 0.13647562594602486, 0.022850943353095093, 0.01243206251601453, 0.0055890226540044954, 11.177792207792207, 9.544583333333332, 4.566299630048143, 3.353586927175653, 2.5622199623078705, 6.45560642394608, 2.6959063611000307, 0.5300495519802595, 0.2237003145857882, 0.1435796220742661
