Node, InDeg, OutDeg, CloseCent, BetwnCent
142, 19, 18, 0.4752252252252252, 0.00520632930043064
143, 18, 82, 0.4547413793103448, 0.01301316606173893
144, 75, 40, 0.5877437325905293, 0.023670627704269292
145, 12, 24, 0.4359504132231405, 0.0058259353831208675
146, 25, 14, 0.482837528604119, 0.002242854312139385
147, 28, 3, 0.49184149184149184, 0.00016436395239536523
148, 8, 13, 0.41130604288499023, 0.0007878669833591667
149, 41, 36, 0.5158924205378973, 0.009275333426572399
150, 11, 2, 0.4359504132231405, 2.0538030337242178e-05
151, 11, 57, 0.43149284253578735, 0.0030528508481326203
152, 70, 18, 0.581267217630854, 0.00980604005777879
153, 19, 20, 0.47737556561085975, 0.0026381392368216437
154, 8, 16, 0.4271255060728745, 0.0011466041548734637
155, 15, 34, 0.4518201284796574, 0.0074624180416863325
156, 37, 33, 0.5197044334975369, 0.007545368753007646
157, 42, 75, 0.5248756218905473, 0.026801240936099733
158, 2, 44, 0.3241167434715822, 0.0009650906867120403
159, 37, 1, 0.5121359223300971, 8.287647809430366e-05
160, 23, 13, 0.47415730337078654, 0.002972195415792263
161, 110, 23, 0.6614420062695925, 0.02496656215117072
162, 16, 43, 0.4762979683972912, 0.01409441876661893
163, 60, 48, 0.5567282321899736, 0.019790088125215707
164, 6, 7, 0.39811320754716983, 0.00016072223859218523
165, 22, 2, 0.48842592592592593, 0.0016616536568700674
166, 24, 63, 0.48394495412844035, 0.008694660334077115
167, 35, 55, 0.5146341463414634, 0.013972419603142302
168, 11, 3, 0.4442105263157895, 0.00011159365231824498
169, 47, 17, 0.5328282828282829, 0.005479644937373226
170, 4, 28, 0.367595818815331, 0.0003844212332891903
171, 2, 33, 0.35343383584589616, 0.0003128917475748935
172, 18, 22, 0.47737556561085975, 0.0033391886446255343
173, 2, 14, 0.33124018838304553, 0.00016578433528778512
174, 5, 9, 0.39365671641791045, 0.0004347955269881875
175, 37, 7, 0.51338199513382, 0.004731101792142957
176, 11, 2, 0.433264887063655, 0.00013253501972431846
177, 30, 3, 0.501187648456057, 0.00020076141863560666
178, 10, 14, 0.4228456913827655, 0.0010340944651008746
179, 1, 65, 0.3236196319018405, 0.00030138137210973087
180, 16, 25, 0.4678492239467849, 0.0022208856416602663
181, 57, 51, 0.5509138381201044, 0.025853749078251
182, 3, 48, 0.358843537414966, 0.0008446498060600553
183, 17, 21, 0.4678492239467849, 0.005400754137574621
184, 17, 4, 0.4688888888888889, 0.00013310229504506492
185, 34, 78, 0.49414519906323184, 0.01752091315678635
186, 24, 62, 0.4817351598173516, 0.017659202638872596
187, 7, 39, 0.358843537414966, 0.0016055488001861333
188, 19, 12, 0.45670995670995673, 0.0016043111527278223
189, 34, 1, 0.5059952038369304, 9.40724025897795e-05
190, 0, 2, 0.0, 0.0
191, 20, 37, 0.4730941704035874, 0.004116047163447658
192, 53, 8, 0.5452196382428941, 0.0035768486659822746
193, 5, 52, 0.4026717557251908, 0.00416603893534352
194, 19, 8, 0.4617067833698031, 0.0006991715413446534
195, 15, 19, 0.45376344086021503, 0.0009499657063476024
196, 12, 15, 0.42115768463073855, 0.0005951650555991888
197, 34, 22, 0.5084337349397591, 0.0030183316965137746
198, 48, 21, 0.5275, 0.0046521685727625535
199, 20, 20, 0.4596949891067538, 0.003651123886534792
200, 20, 4, 0.4606986899563319, 0.0004089094010616431
201, 26, 21, 0.49414519906323184, 0.003856901961752448
202, 9, 3, 0.3951310861423221, 0.0002041713688565778
203, 5, 104, 0.4228456913827655, 0.004613469276873508
204, 9, 43, 0.40344168260038243, 0.0011242898381894377
205, 66, 20, 0.5718157181571816, 0.007908563792222397
206, 32, 29, 0.5023809523809524, 0.006908329147160991
207, 36, 18, 0.5171568627450981, 0.004398497974582828
208, 39, 52, 0.5171568627450981, 0.014973811457806527
209, 32, 7, 0.5047846889952153, 0.0014016725071537629
210, 42, 1, 0.5288220551378446, 9.275559816967537e-05
211, 75, 15, 0.5910364145658263, 0.007834890072535726
