Node, InDeg, OutDeg, CloseCent, BetwnCent
0, 31, 42, 0.4953051643192488, 0.012042187952213786
1, 56, 77, 0.5552631578947368, 0.03797449802264675
2, 5, 18, 0.3774597495527728, 0.00025883141956055633
3, 19, 46, 0.4668141592920354, 0.005409990436882178
4, 16, 31, 0.4518201284796574, 0.0021671181053129107
5, 22, 21, 0.47954545454545455, 0.005036011539025381
6, 1, 20, 0.3453355155482815, 6.985460697588366e-05
7, 7, 29, 0.4011406844106464, 0.0009989961747591742
8, 35, 30, 0.5171568627450981, 0.007024782754302671
9, 43, 40, 0.5288220551378446, 0.013441514596925884
10, 46, 27, 0.5248756218905473, 0.006513616979068098
11, 44, 5, 0.5301507537688442, 0.0011055400180577965
12, 10, 1, 0.44234800838574423, 2.861474070303754e-05
13, 20, 13, 0.4596949891067538, 0.0017624690350762741
14, 67, 32, 0.5702702702702702, 0.01730446578335663
15, 4, 5, 0.35343383584589616, 0.0002147299604455615
16, 23, 39, 0.49764150943396224, 0.00784150748209172
17, 22, 18, 0.4730941704035874, 0.0018666736976696717
18, 38, 16, 0.5197044334975369, 0.004008688957392998
19, 44, 36, 0.5328282828282829, 0.012864127012508693
20, 1, 11, 0.33176100628930816, 4.458600405724394e-05
21, 31, 43, 0.5047846889952153, 0.01173420763851308
22, 30, 45, 0.4929906542056075, 0.007829487671686971
23, 6, 20, 0.40733590733590735, 0.0019160389386337362
24, 9, 10, 0.41130604288499023, 0.000976937708134941
25, 25, 47, 0.4817351598173516, 0.009976518021356047
26, 17, 21, 0.45278969957081544, 0.0024639653774976063
27, 15, 26, 0.44798301486199577, 0.0030927745780077965
28, 0, 26, 0.0, 0.0
29, 22, 47, 0.4647577092511013, 0.005762237691261711
30, 27, 41, 0.4861751152073733, 0.008486123394478092
31, 21, 17, 0.4668141592920354, 0.0024772121664218658
32, 19, 13, 0.4596949891067538, 0.002730280411480017
33, 18, 4, 0.47098214285714285, 0.00047828274690616627
34, 11, 20, 0.4470338983050847, 0.008404600237638555
35, 1, 5, 0.31029411764705883, 2.763717387955709e-05
36, 12, 25, 0.43775933609958506, 0.001832412041745566
37, 22, 7, 0.4617067833698031, 0.0014075619175495946
38, 89, 13, 0.6169590643274854, 0.013466927419925773
39, 31, 37, 0.49414519906323184, 0.010705723838354888
40, 13, 44, 0.4153543307086614, 0.003457025361885961
41, 9, 9, 0.4432773109243697, 0.0011041104262601163
42, 37, 16, 0.5047846889952153, 0.0029309885246591606
43, 10, 5, 0.44989339019189767, 0.00018576704571793276
44, 36, 23, 0.5158924205378973, 0.006087307988625435
45, 27, 39, 0.4895591647331787, 0.01170038180873851
46, 21, 47, 0.4678492239467849, 0.005041065070100422
47, 37, 45, 0.5121359223300971, 0.012109174862127706
48, 38, 30, 0.5047846889952153, 0.007243174807668614
49, 37, 20, 0.5059952038369304, 0.006255983222855926
50, 10, 14, 0.4254032258064516, 0.00034942379595140615
51, 2, 7, 0.328149300155521, 8.7538509645076e-05
52, 17, 23, 0.4668141592920354, 0.003949108504515537
53, 13, 9, 0.4386694386694387, 0.0005743576912044454
54, 50, 29, 0.5452196382428941, 0.010709656414939808
55, 16, 26, 0.44608879492600423, 0.003139719148470703
56, 37, 2, 0.5158924205378973, 0.0003176358836221491
57, 9, 40, 0.4245472837022133, 0.001570037638151061
58, 2, 18, 0.35581787521079256, 0.00022073998909644265
59, 34, 27, 0.4988179669030733, 0.005916867428713661
60, 23, 5, 0.47954545454545455, 0.0005529161461879805
61, 5, 11, 0.3546218487394958, 0.0002442549168297892
62, 36, 6, 0.5197044334975369, 0.0007393307418173494
63, 27, 32, 0.4668141592920354, 0.004205842664448517
64, 66, 26, 0.5672043010752689, 0.01677887279736505
65, 78, 36, 0.5910364145658263, 0.02026024733607612
66, 22, 14, 0.4678492239467849, 0.0019130983816167517
67, 12, 3, 0.40344168260038243, 0.0002889094404118641
68, 2, 31, 0.33176100628930816, 0.0002147225298044382
69, 4, 58, 0.412109375, 0.006281155187955804
70, 19, 2, 0.45869565217391306, 0.00046438296429445787
71, 30, 39, 0.4988179669030733, 0.00849607749021616
72, 1, 28, 0.3236196319018405, 9.59153153028872e-05
73, 53, 37, 0.541025641025641, 0.00932940512418488
74, 47, 4, 0.5396419437340153, 0.0009735113336261982
75, 27, 39, 0.4906976744186046, 0.006756501163434602
76, 25, 7, 0.4988179669030733, 0.0009818448903653387
77, 5, 24, 0.4279918864097363, 0.0016442636128713715
78, 8, 2, 0.41865079365079366, 0.0002278559676551879
79, 29, 21, 0.5047846889952153, 0.0058184052573621425
80, 3, 5, 0.4042145593869732, 6.819460904455064e-05
81, 40, 3, 0.5275, 0.0020075645160636995
82, 52, 3, 0.5466321243523317, 0.0008713714259321575
83, 1, 49, 0.36254295532646047, 0.0005462582944360155
84, 68, 23, 0.5828729281767956, 0.01617213384068523
85, 23, 15, 0.482837528604119, 0.002348257205224529
86, 9, 4, 0.4323770491803279, 0.00011159773271416614
87, 95, 52, 0.6261127596439169, 0.04472472989911154
88, 9, 87, 0.4228456913827655, 0.006325026813207381
89, 28, 61, 0.5023809523809524, 0.014867057308374313
90, 7, 5, 0.4323770491803279, 0.0004483775932981288
91, 26, 12, 0.4929906542056075, 0.004358605227346772
92, 66, 56, 0.5656836461126006, 0.03238769172360505
93, 15, 4, 0.44893617021276594, 0.00021467881803550153
94, 13, 17, 0.4451476793248945, 0.0011435141856062482
95, 19, 44, 0.4606986899563319, 0.008753652167612345
96, 54, 27, 0.5355329949238579, 0.009930453019915571
97, 28, 6, 0.4817351598173516, 0.004068484721384207
98, 23, 6, 0.4720357941834452, 0.0007962066050195255
99, 30, 3, 0.48394495412844035, 0.0007053381315026321
100, 19, 7, 0.46373626373626375, 0.0002848032123175069
101, 23, 13, 0.4929906542056075, 0.0021447275210596966
102, 2, 6, 0.3546218487394958, 6.2442815064677216e-06
103, 7, 12, 0.3973634651600753, 0.0017086501048430524
104, 26, 21, 0.4929906542056075, 0.006095157566241574
105, 45, 26, 0.5368956743002544, 0.008453728073636667
106, 6, 5, 0.3900184842883549, 0.00029881643969542474
107, 58, 9, 0.5552631578947368, 0.016988068336880997
108, 7, 57, 0.42369477911646586, 0.0018726356335350294
109, 6, 15, 0.3836363636363636, 0.00025335449930493666
110, 13, 47, 0.41865079365079366, 0.0028362123089599304
111, 15, 65, 0.4606986899563319, 0.007387293995952372
112, 61, 27, 0.5567282321899736, 0.011690111093187565
113, 8, 7, 0.3900184842883549, 0.0005746764357731597
114, 32, 24, 0.501187648456057, 0.007538480455872529
115, 19, 2, 0.4606986899563319, 6.0845905055895535e-05
116, 91, 45, 0.6205882352941177, 0.02869764344353651
117, 42, 15, 0.5261845386533666, 0.004676763501519764
118, 60, 41, 0.5611702127659575, 0.015401290805897491
119, 35, 21, 0.5059952038369304, 0.009062787310415429
120, 45, 43, 0.5288220551378446, 0.011668032546939267
121, 14, 9, 0.44893617021276594, 0.0013889480448253258
122, 28, 76, 0.4953051643192488, 0.021382200971790936
123, 25, 69, 0.46373626373626375, 0.007464024909082308
124, 35, 1, 0.5059952038369304, 0.0009645459687055706
125, 1, 46, 0.31634182908545727, 0.00011236874505171836
126, 21, 54, 0.4668141592920354, 0.007452029612716114
127, 23, 1, 0.482837528604119, 8.26758967266355e-06
128, 22, 6, 0.44893617021276594, 0.0005822786166249547
129, 19, 28, 0.4647577092511013, 0.0016525145182306232
130, 24, 24, 0.48394495412844035, 0.006724932907212027
131, 40, 34, 0.5108958837772397, 0.013395030252516694
132, 80, 37, 0.6028571428571429, 0.023002915697521453
133, 19, 22, 0.46578366445916114, 0.00274148101591886
134, 5, 5, 0.374113475177305, 6.72127330287454e-05
135, 81, 12, 0.6063218390804598, 0.007826281643080251
136, 4, 61, 0.3801801801801802, 0.0014560797056499188
137, 41, 11, 0.51338199513382, 0.0035877327806915537
138, 15, 65, 0.4518201284796574, 0.005879842597608969
139, 6, 51, 0.41865079365079366, 0.0018488932070999439
140, 8, 53, 0.3914656771799629, 0.0032495341920545104
141, 6, 37, 0.3781362007168459, 0.0006777263703562816
