Node, InDeg, OutDeg, CloseCent, BetwnCent, influence_mean_0, influence_mean_1, influence_mean_2, influence_mean_3, influence_mean_4, influence_std_0, influence_std_1, influence_std_2, influence_std_3, influence_std_4, redundancy_mean_0, redundancy_mean_1, redundancy_mean_2, redundancy_mean_3, redundancy_mean_4, redundancy_std_0, redundancy_std_1, redundancy_std_2, redundancy_std_3, redundancy_std_4, avgdeathage_mean_0, avgdeathage_mean_1, avgdeathage_mean_2, avgdeathage_mean_3, avgdeathage_mean_4, avgdeathage_std_0, avgdeathage_std_1, avgdeathage_std_2, avgdeathage_std_3, avgdeathage_std_4
0, 31, 42, 0.4953051643192488, 0.012042187952213786, 0.014339622641509434, 0.010049790356394129, 0.006985472749906313, 0.007128088140996835, 0.007064711543280078, 0.04194412190954233, 0.012313504627482482, 0.0040149205656555475, 0.0025442039633552602, 0.0028532939862632605, 0.29, 0.0, 0.0013513513513513514, 0.0004716981132075472, 0.0010616694794137323, 1.2640806936267952, 0.0, 0.005890403977757667, 0.002056084407330506, 0.002643425967134514, 2.583556595902475, 1.1762052062204194, 1.3161186322928846, 1.7255885061160836, 1.7301625156401848, 6.902563172916165, 0.355360825988898, 0.6979123415909081, 0.9910434378011476, 1.1771454691009022
1, 56, 77, 0.5552631578947368, 0.03797449802264675, 0.0047169811320754715, 0.01148921832884097, 0.0047169811320754715, 0.006739466551584294, 0.0072334987922911915, 0.0, 0.029519497562387986, 0.0, 0.0040982441928911085, 0.003068765889530013, 0.0, 0.02857142857142857, 0.0, 0.005565704633289114, 0.003384994525420857, 0.0, 0.12453996981544782, 0.0, 0.01706553385486311, 0.005210322821248426, 1.0, 1.5060491493383743, 1.0, 1.9376338888586306, 2.474603404886939, 0.0, 2.205817102430696, 0.0, 2.252442866982229, 1.810509532432137
2, 5, 18, 0.3774597495527728, 0.00025883141956055633, 0.08217318059299192, 0.05572522734079338, 0.06391448860413443, 0.06032842441981691, 0.05074532635098905, 0.08513691673411211, 0.023356065088561976, 0.013725802003668415, 0.013645757318356653, 0.007071218908453811, 0.01, 0.153125, 0.04237434650318241, 0.038655130350093124, 0.006694325166710877, 0.04358898943540674, 0.6674564007296657, 0.1263773761728012, 0.055541271502607105, 0.007190114608875304, 2.1632548754762437, 14.780489871507209, 6.325210795243314, 6.022569705748097, 4.013212536814999, 1.0716722246075423, 41.904118845342374, 6.972803959317523, 3.9368070022202697, 1.8751552648463277
3, 19, 46, 0.4668141592920354, 0.005409990436882178, 0.008569182389937107, 0.015211668572517628, 0.013522599872395572, 0.014316462007030914, 0.01581483126321641, 0.016791355993199135, 0.022870806336900588, 0.009076896826414181, 0.0048892538240943185, 0.004712631257837409, 0.0, 0.00625, 0.027631578947368424, 0.0060710312366281565, 0.000847457627118644, 0.0, 0.027243118397129205, 0.12044326028204494, 0.021295042449221174, 0.0036939821555429446, 1.0528846153846154, 7.714959306941715, 2.90712603535109, 2.4772195873720264, 2.201138233636808, 0.23051869412955478, 27.406390077600914, 5.58575892883294, 2.200103006339433, 0.9376503262150081
4, 16, 31, 0.4518201284796574, 0.0021671181053129107, 0.01075733752620545, 0.010706781426121048, 0.014883199584689324, 0.016005311104323773, 0.01472464242855634, 0.012977579771108926, 0.00978288353719022, 0.007613400600097046, 0.004980401830997171, 0.0035626456320282593, 0.0, 0.00625, 0.0, 0.000510204081632653, 0.0006233493863601056, 0.0, 0.027243118397129205, 0.0, 0.0022239280324187114, 0.0018705421386013867, 1.186526915476984, 1.269944022687925, 1.7531488972328293, 1.8986448159882303, 2.3221254988234974, 0.37821189811436784, 0.4287652593117777, 0.5807676467334498, 0.4975786543787785, 1.2883352661913776
5, 22, 21, 0.47954545454545455, 0.005036011539025381, 0.14533411949685535, 0.024606794541936053, 0.05269388611997013, 0.04050023807773198, 0.03441483308250027, 0.28908918114921633, 0.03985632664226352, 0.03510540924564577, 0.016270666697644372, 0.008847922917959838, 12.395833333333332, 0.2736111111111111, 0.21249371341654427, 0.10456864235327579, 0.0371587461551118, 51.550075944280735, 1.1421455808161138, 0.2281355033283507, 0.09429596074984747, 0.026299430443851104, 21.825837329524216, 4.047550704513224, 9.542359624417433, 9.648078137517725, 7.461011978560167, 56.043538797627726, 8.994859945329408, 5.388954834443205, 5.430471023718336, 2.134351484924332
6, 1, 20, 0.3453355155482815, 6.985460697588366e-05, 0.31258816262353994, 0.32689115869332297, 0.29630758172264354, 0.26577081648343204, 0.2141910779507993, 0.1650385375373364, 0.14358354704441864, 0.04430848831552907, 0.02476090975559626, 0.016078189017350968, 5.332142857142857, 0.4887303709362533, 0.5228841136152029, 0.24786493306802057, 0.11189877582574939, 9.843262095132355, 0.8241584411699078, 0.47355942944598894, 0.1263001618558979, 0.030723450332076196, 22.51221555796027, 12.128122038240129, 13.605253689248546, 9.628368617966164, 6.51241690125661, 35.182252603375645, 17.137165981199153, 6.54760273337856, 3.318141783791064, 0.9235921660631794
7, 7, 29, 0.4011406844106464, 0.0009989961747591742, 0.08541666666666667, 0.14255961740041928, 0.11750830410096587, 0.10758577186698408, 0.09519098710106004, 0.10646574180244273, 0.11534628605640454, 0.04119018258024503, 0.0205042581277726, 0.014319020721124174, 0.9366666666666668, 0.5981547619047619, 0.2590509604583586, 0.13245388207093664, 0.058878986605000926, 2.580027992957527, 0.8024211763091391, 0.20849142221069317, 0.0901274310732203, 0.02700038117055226, 7.484635484723438, 20.006281645425723, 13.562309417595799, 11.270135131213733, 6.597166213385572, 14.065330419212515, 33.250434831845595, 9.925477409088582, 5.148973509505335, 1.4300044136812105
8, 35, 30, 0.5171568627450981, 0.007024782754302671, 0.006014150943396227, 0.0047169811320754715, 0.005209293998936712, 0.0049731791182262884, 0.005497937610700873, 0.007944823237123335, 0.0, 0.0015172437847096188, 0.0006104966074648861, 0.0008672767771414244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9454545454545455, 1.0, 1.0512987012987014, 1.0402183443467847, 1.1236369506730215, 0.3719504099177961, 0.0, 0.15500178182752677, 0.09579334001789712, 0.12604943809048488
9, 43, 40, 0.5288220551378446, 0.013441514596925884, 0.015683962264150943, 0.0047169811320754715, 0.00567279046673287, 0.004942043190607587, 0.004927558233438968, 0.04780396247043427, 0.0, 0.0041662762990644486, 0.0006781347553810541, 0.0004229480982596602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0954545454545455, 1.0, 1.131592039800995, 1.0325085548828639, 1.0376460536668684, 0.41607671733797347, 0.0, 0.5735964032669195, 0.09772527855746449, 0.07554182099018814
