Node, InDeg, OutDeg, CloseCent, BetwnCent,  Influence, Redundancy, AvgDeathAge
0, 14, 21, 0.42582627678360374, 0.0006600894360931457,  0.016630434782608696, 0.03, 3.2
1, 16, 21, 0.4392381280208826, 0.0007869762577420499,  0.0170076726342711, 0.08235294117647059, 3.235294117647059
2, 8, 13, 0.3530584953079246, 7.47354685478684e-06,  0.017477766798418972, 0.10227272727272728, 3.3863636363636362
3, 8, 17, 0.3530584953079246, 0.00031795321159715884,  0.02003286147623863, 0.06976744186046512, 3.9651162790697674
4, 42, 36, 0.5025517320599288, 0.0047139533354935495,  0.016048593350383628, 0.07058823529411765, 3.070588235294118
5, 0, 13, 0.0, 0.0,  0.019906471183013145, 0.13953488372093023, 3.7906976744186047
6, 84, 72, 0.6244392790147623, 0.024246249594556984,  0.012398097826086954, 0.08333333333333333, 2.3020833333333335
7, 13, 17, 0.43467461500248383, 1.1072543919648433e-05,  0.01636155606407323, 0.021052631578947368, 3.1789473684210527
8, 58, 51, 0.5451131165340596, 0.00691485529443424,  0.01504044489383215, 0.011627906976744186, 2.8160919540229883
9, 57, 41, 0.5433432687531048, 0.003928769892711404,  0.012828614762386243, 0.05813953488372093, 2.4651162790697674
10, 30, 19, 0.4661552277881791, 0.00018453545040759896,  0.0159460105112279, 0.0989010989010989, 3.087912087912088
11, 10, 20, 0.44745916250255685, 0.0003107142167213329,  0.018357487922705314, 0.1, 3.4555555555555557
12, 28, 30, 0.4822758696713437, 0.0008920592259249881,  0.016683518705763397, 0.05813953488372093, 3.1627906976744184
13, 8, 21, 0.4152598679304126, 0.00017641844562700997,  0.018053473263368314, 0.09195402298850575, 3.5057471264367814
14, 7, 8, 0.39562583162164605, 0.0,  0.015148011100832566, 0.02127659574468085, 2.8404255319148937
15, 70, 59, 0.5750849717386813, 0.017974898243512682,  0.014204545454545452, 0.011363636363636364, 2.659090909090909
16, 24, 17, 0.47407854610752487, 0.00042259120032772706,  0.01468436454849498, 0.028846153846153848, 2.798076923076923
17, 22, 15, 0.4754253601589667, 0.0005666339781649428,  0.01458810068649886, 0.06578947368421052, 2.776315789473684
18, 42, 33, 0.5363773294101163, 0.014806649407584272,  0.013255567338282077, 0.04878048780487805, 2.5365853658536586
19, 7, 8, 0.39562583162164605, 2.6929124566853596e-05,  0.015463917525773193, 0.030927835051546393, 2.9278350515463916
20, 33, 13, 0.5149222362337116, 0.006836434900532547,  0.018836462450592884, 0.07954545454545454, 3.6363636363636362
21, 13, 26, 0.4687667416693453, 0.0015916647124235646,  0.016616691654172913, 0.11494252873563218, 3.160919540229885
22, 1, 1, 0.3450509830432088, 0.0,  0.017094861660079046, 0.02727272727272727, 3.190909090909091
23, 1, 1, 0.3450509830432088, 0.0,  0.015013586956521736, 0.0125, 2.8
24, 79, 54, 0.61300266218299, 0.0162540785223247,  0.013032386867790593, 0.04081632653061224, 2.5353535353535355
25, 1, 8, 0.36144649411653623, 0.0,  0.017378665318503538, 0.046511627906976744, 3.3448275862068964
26, 20, 24, 0.4486587849221348, 7.715320226166434e-05,  0.017693236714975843, 0.07777777777777778, 3.3777777777777778
27, 1, 5, 0.36144649411653623, 0.0,  0.01669722367731797, 0.0, 3.108433734939759
28, 91, 69, 0.6339004802119556, 0.026865485125927673,  0.010818293683347005, 0.02830188679245283, 2.0283018867924527
29, 31, 14, 0.4879000780640125, 0.00036600175759641016,  0.017176596886741814, 0.2839506172839506, 3.2098765432098766
30, 40, 32, 0.5025517320599288, 0.001480460115460797,  0.015766841853798376, 0.07692307692307693, 2.978021978021978
31, 71, 65, 0.5770680233653664, 0.016841000925849094,  0.01358695652173913, 0.047619047619047616, 2.5714285714285716
32, 3, 3, 0.37776462026175234, 0.0,  0.01829710144927536, 0.1, 3.411111111111111
33, 1, 0, 0.3632355355425784, 0.0,  0.005434782608695654, 5.011494252873563, 1.0
34, 46, 47, 0.518110609213487, 0.003054896957921929,  0.017485822306238182, 0.043478260869565216, 3.3260869565217392
35, 72, 58, 0.5731155026573844, 0.013153583165204184,  0.012464555765595462, 0.03260869565217391, 2.358695652173913
36, 11, 6, 0.42800441630679353, 0.0,  0.014177693761814743, 0.05434782608695652, 2.78494623655914
37, 4, 5, 0.4052051495785866, 0.0,  0.018357487922705314, 0.03333333333333333, 3.4782608695652173
38, 8, 16, 0.4572396906446893, 7.010852865726212e-05,  0.014302059496567505, 0.11842105263157894, 2.6842105263157894
39, 27, 17, 0.5071203841695644, 0.0004011421030833893,  0.014628199918732222, 0.009345794392523364, 2.7289719626168223
40, 53, 23, 0.5415848762975932, 0.0016410052237787194,  0.01309022907900888, 0.053763440860215055, 2.6702127659574466
41, 2, 0, 0.3720170539842671, 0.0,  0.005434782608695652, 2.919191919191919, 1.0
42, 30, 31, 0.5025517320599288, 0.001613230344975076,  0.01584507042253521, 0.0, 2.9577464788732395
43, 10, 19, 0.4522965588539359, 0.00022974631980082053,  0.01679841897233202, 0.11688311688311688, 3.1948051948051948
44, 77, 61, 0.5976775956284153, 0.019694835740012927,  0.01193289224952741, 0.5978260869565217, 2.239130434782609
45, 77, 59, 0.5976775956284153, 0.018618077174109973,  0.0144927536231884, 0.011494252873563218, 2.7241379310344827
46, 88, 57, 0.6291343111878056, 0.018038558380071318,  0.014667365112624406, 0.04819277108433735, 2.8433734939759034
47, 2, 25, 0.37522360263667326, 0.0002684239420647901,  0.01643374741200828, 0.03571428571428571, 3.0833333333333335
48, 0, 13, 0.0, 0.0,  0.015256678889470927, 0.060240963855421686, 2.9404761904761907
49, 2, 11, 0.376066801743722, 0.00015546047608958077,  0.016238069989395545, 0.036585365853658534, 3.0365853658536586
50, 2, 17, 0.376066801743722, 0.0002596700642921861,  0.017572463768115942, 0.03333333333333333, 3.3222222222222224
51, 2, 10, 0.37522360263667326, 0.00013170902024874415,  0.014005016722408024, 0.0641025641025641, 2.7088607594936707
52, 59, 24, 0.5523093292935851, 0.003202752457523385,  0.015217391304347825, 0.04, 2.92
53, 82, 41, 0.6152563484410157, 0.009295079597094582,  0.011335403726708073, 0.009523809523809525, 2.123809523809524
54, 26, 46, 0.47008350217965245, 0.0012140203197293488,  0.015458937198067632, 0.05555555555555555, 2.922222222222222
55, 89, 78, 0.6363107481975524, 0.03429998978780912,  0.013357778941854371, 0.08433734939759036, 2.5180722891566263
56, 4, 12, 0.3873836267961951, 5.86650792622204e-05,  0.020750988142292485, 0.25, 3.9444444444444446
57, 39, 27, 0.5165115023949267, 0.009116526817914906,  0.01764626945786366, 0.024691358024691357, 3.3209876543209877
58, 39, 54, 0.5346636638209467, 0.005683145410551766,  0.014081027667984186, 0.2159090909090909, 2.6741573033707864
59, 79, 69, 0.61300266218299, 0.0545030775349674,  0.01154891304347826, 0.2375, 2.1625
60, 20, 27, 0.4795121111058919, 0.0003949824911023488,  0.0170076726342711, 0.03529411764705882, 3.235294117647059
61, 55, 33, 0.5541381681323055, 0.004036580093203159,  0.012269433465085638, 0.015151515151515152, 2.3484848484848486
62, 17, 8, 0.47140768105903175, 0.00028928872666099224,  0.016841853798375536, 0.12087912087912088, 3.2527472527472527
63, 1, 0, 0.3632355355425784, 0.0,  0.005434782608695653, 4.882352941176471, 1.0
64, 1, 0, 0.3632355355425784, 0.0,  0.005434782608695652, 4.142857142857143, 1.0
65, 10, 20, 0.43131372880401103, 2.381301843714337e-05,  0.016864634692962795, 0.061855670103092786, 3.154639175257732
66, 0, 11, 0.0, 0.0,  0.0159846547314578, 0.014705882352941176, 2.9705882352941178
67, 0, 11, 0.0, 0.0,  0.017955421023665378, 0.0379746835443038, 3.392405063291139
