Node, Influence, Redundancy, AvgDeathAge
0, 0.33228511530398325, 0.0, 2.529806884970613
1, 0.07547169811320754, 0.0, 1.953125
2, 0, 0, 0
3, 0.2367924528301887, 0.0, 2.9854469854469854
4, 0.6682389937106917, 0.0, 2.999261992619926
5, 0.0047169811320754715, 0.0, 1.0
6, 0.25353773584905664, 0.0, 2.9993144424131626
7, 1.0, 0.0, 3.0
8, 0.4679245283018868, 0.0, 2.991941549371441
9, 0.3364779874213837, 0.0, 2.9990523572613124
10, 0.7747641509433962, 0.0, 2.9966493550008377
11, 0.4779874213836477, 0.0, 2.9936290623199704
12, 0.5225366876310272, 0.0, 2.9905964026506786
13, 0.6462264150943396, 0.0, 2.987021013597033
14, 0.6485849056603774, 0.0, 2.997241657696448
15, 0.0047169811320754715, 0.0, 1.0
16, 0.229559748427673, 0.0, 1.9863013698630136
17, 0.419811320754717, 0.0, 2.989028525832835
18, 0.404874213836478, 0.0, 2.9743096234309623
19, 0.6556603773584906, 0.0, 2.9961227574423344
20, 0.6018867924528302, 0.0, 2.999731375358166
21, 0.45849056603773575, 0.0, 2.9925569678231994
22, 0.46855345911949686, 0.0, 2.9861379754996777
23, 0.5424528301886792, 0.0, 2.995691644868441
24, 0.7433962264150944, 0.0, 2.991482965931864
25, 0.0047169811320754715, 0.0, 1.0
26, 0.10966981132075472, 0.0, 1.9673913043478262
27, 1.0, 0.0, 2.9998713909073373
28, 0.6682389937106917, 0.0, 2.999727557553467
29, 0.20377358490566042, 0.0, 2.999157184997893
30, 0.5377358490566038, 0.0, 2.0
31, 0.5306603773584905, 0.0, 2.9937694704049846
32, 0.33372641509433965, 0.0, 2.98595613697576
33, 0.0858490566037736, 0.0, 1.967032967032967
34, 0.5023584905660378, 0.0, 2.999281867145422
35, 0.0047169811320754715, 0.0, 1.0
36, 0.25353773584905664, 0.0, 2.9991757109493062
37, 0.32075471698113206, 0.0, 2.0
38, 0.4229559748427672, 0.0, 2.993550855331475
39, 0.18632075471698112, 0.0, 1.9873417721518987
40, 0.3364779874213837, 0.0, 2.99959586162302
41, 0.20377358490566042, 0.0, 2.999271785743183
42, 0.0047169811320754715, 0.0, 1.0
43, 0.7511792452830188, 0.0, 2.999910972624082
44, 0.0047169811320754715, 0.0, 1.0
45, 0.5707547169811321, 0.0, 2.0
46, 0.25471698113207547, 0.0, 2.0
47, 0.6239892183288409, 0.0, 2.996697247706422
48, 0.22641509433962265, 0.0, 2.0
49, 0.7511792452830188, 0.0, 2.9996462055545727
50, 0.0047169811320754715, 0.0, 1.0
51, 0.6886792452830188, 0.0, 2.987173396674584
52, 0.5471698113207547, 0.0, 2.9942354806168034
53, 0.32075471698113206, 0.0, 2.9863900044622937
54, 0.5273584905660378, 0.0, 2.993389137258632
55, 0.405188679245283, 0.0, 2.9877211013144374
56, 0.6682389937106917, 0.0, 2.9998625933220353
57, 0.04834905660377358, 0.0, 1.925
58, 1.0, 0.0, 3.0
59, 0.29245283018867924, 0.0, 2.963758819756254
60, 0.5188679245283019, 0.0, 2.986922406277245
61, 0.5518867924528302, 0.0, 2.9871870598391568
62, 0.1711590296495957, 0.0, 2.9830324909747294
63, 0.31415094339622646, 0.0, 2.9863586358635863
64, 0.47641509433962265, 0.0, 1.9966996699669968
65, 0.6682389937106917, 0.0, 2.999765423410744
66, 0.07830188679245284, 0.0, 1.962962962962963
67, 0.25283018867924534, 0.0, 2.9857831325301203
68, 0.4076819407008086, 0.0, 2.974071376547706
69, 0.3364779874213837, 0.0, 2.9993591797500803
70, 0.49528301886792453, 0.0, 2.9870594035001234
71, 0.0047169811320754715, 0.0, 1.0
72, 0.7185534591194968, 0.0, 2.993480032599837
73, 0.4009433962264151, 0.0, 2.98595475501233
74, 0.5023584905660378, 0.0, 2.9996551129505087
75, 0.3364779874213837, 0.0, 2.9995932892730046
76, 0.3328092243186583, 0.0, 2.987603782287823
77, 0.7511792452830188, 0.0, 2.9994086339444115
78, 0.3364779874213837, 0.0, 2.9984934086629003
79, 0.7334905660377359, 0.0, 2.9884949075820444
80, 0.5904088050314465, 0.0, 2.991651409740022
81, 0.20754716981132076, 0.0, 1.9886363636363635
82, 0.27735849056603773, 0.0, 2.973734785393978
83, 0.520440251572327, 0.0, 2.9950395002755834
84, 0.7936320754716981, 0.0, 2.996389891696751
85, 0.4441823899371069, 0.0, 2.9614207650273223
86, 0.3364779874213837, 0.0, 2.999205876513798
87, 0.43219339622641517, 0.0, 2.9951312649164676
88, 1.0, 2.3333333333333335, 4.834475106136627
89, 0.40283018867924536, 0.0, 2.9989416122772976
90, 0.3364779874213835, 0.0, 2.999016425690961
91, 0.7481132075471698, 0.0, 2.9957669717974498
92, 0.36792452830188677, 0.0, 2.0
93, 0.9198113207547169, 0.0, 2.995905432313431
94, 0.35566037735849065, 0.0, 2.987577639751553
95, 0.44716981132075473, 0.0, 2.9928630249794126
96, 0.48517520215633425, 0.0, 2.990896433543965
97, 0.6682389937106917, 0.0, 2.999573075281059
98, 0.3867924528301887, 0.0, 2.0
99, 0.4638364779874214, 0.0, 2.986761229314421
100, 0.5023584905660377, 0.0, 2.9996519075466446
101, 0.25353773584905664, 0.0, 2.9996339677891655
102, 0.0047169811320754715, 0.0, 1.0
103, 1.0, 0.0, 2.999826177646445
104, 0.5023584905660377, 0.0, 2.9994279176201375
105, 0.2830188679245283, 0.0, 2.988135593220339
106, 0.8009433962264151, 0.0, 2.9998137022029714
107, 0.32154088050314467, 0.0, 2.951170400201359
108, 0.44528301886792454, 0.0, 2.976051188299817
109, 0.4188679245283019, 0.0, 2.9752605537424994
110, 0.40683962264150947, 0.0, 2.9755873715124816
111, 0.2890835579514825, 0.0, 2.9993167701863355
112, 0.1320754716981132, 0.0, 1.9821428571428572
113, 0.8009433962264151, 0.0, 2.999806576402321
114, 0.0047169811320754715, 0.0, 1.0
115, 0.30849056603773584, 0.0, 2.986140228278593
116, 0.41745283018867924, 0.0, 2.996171087037729
117, 0.5023584905660378, 1.0, 4.139463339600068
118, 0.0047169811320754715, 0.0, 1.0
119, 0.0047169811320754715, 0.0, 1.0
120, 0.35, 0.0, 2.9868517165814463
121, 0.6682389937106917, 0.0, 2.9996705649810576
122, 0.44339622641509435, 0.0, 2.98834008097166
123, 0.5023584905660378, 0.0, 2.999612027158099
124, 0.33608490566037735, 0.0, 2.987604690117253
125, 0.6006289308176102, 0.0, 2.9868032914143767
126, 0.4638364779874214, 0.0, 2.986833855799373
127, 0.0695754716981132, 0.0, 1.9491525423728813
128, 0.3364779874213837, 0.0, 2.9995178399228544
129, 0.36477987421383645, 0.8333333333333334, 4.8189893170087625
