, influence_0, influence_1, influence_2, influence_3, influence_4, influence_5, influence_6, influence_7, influence_8, influence_9, influence_10, influence_11, influence_12, influence_13, influence_14, influence_15, influence_16, influence_17, influence_18, influence_19, influence_mean, influence_std, redundancy_0, redundancy_1, redundancy_2, redundancy_3, redundancy_4, redundancy_5, redundancy_6, redundancy_7, redundancy_8, redundancy_9, redundancy_10, redundancy_11, redundancy_12, redundancy_13, redundancy_14, redundancy_15, redundancy_16, redundancy_17, redundancy_18, redundancy_19, redundancy_mean, redundancy_std, avgdeathage_0, avgdeathage_1, avgdeathage_2, avgdeathage_3, avgdeathage_4, avgdeathage_5, avgdeathage_6, avgdeathage_7, avgdeathage_8, avgdeathage_9, avgdeathage_10, avgdeathage_11, avgdeathage_12, avgdeathage_13, avgdeathage_14, avgdeathage_15, avgdeathage_16, avgdeathage_17, avgdeathage_18, avgdeathage_19, avgdeathage_mean, avgdeathage_std
0, 0.014327830188679244, 0.017737814465408803, 0.01485849056603774, 0.017575600930472994, 0.016037735849056607, 0.014794168096054888, 0.01696802935010482, 0.018371400198609732, 0.01522510741640202, 0.01617250673854448, 0.01566905226631967, 0.01729559748427673, 0.014705882352941181, 0.01583170678811538, 0.01656184486373166, 0.01669493322026712, 0.013632593821273067, 0.0183661180248896, 0.015386343216531899, 0.018208561574355856, 0.016221065870603672, 0.0013787278854940595, 0.0, 0.010416666666666666, 0.0, 0.0, 0.022222222222222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022988505747126436, 0.0, 0.023529411764705882, 0.011494252873563218, 0.011111111111111112, 0.0, 0.0, 0.0, 0.011904761904761904, 0.010752688172043012, 0.006220981023110023, 0.008436068159392305, 3.1219512195121952, 3.865979381443299, 3.15, 3.73972602739726, 3.433333333333333, 3.147727272727273, 3.638888888888889, 3.9078947368421053, 3.2450980392156863, 3.423076923076923, 3.367816091954023, 3.7222222222222223, 3.1411764705882352, 3.3793103448275863, 3.5444444444444443, 3.5842696629213484, 2.89010989010989, 3.9468085106382977, 3.2738095238095237, 3.913978494623656, 3.4718810739288104, 0.3032749763429205
1, 0.017586769159096204, 0.01554121151936445, 0.015866209262435677, 0.018142235123367198, 0.014768118497619468, 0.015943396226415097, 0.01523947750362845, 0.01828492686029256, 0.01668200644270594, 0.015637115533729647, 0.016392677003549416, 0.01914539400665927, 0.01645583190394511, 0.01589173405211141, 0.016482324875298205, 0.016831046312178386, 0.013941299790356394, 0.017788133666742444, 0.014691430817610063, 0.013938944244223022, 0.016262514140066422, 0.001386730166570349, 0.0, 0.0, 0.011363636363636364, 0.0, 0.0, 0.01, 0.01282051282051282, 0.011235955056179775, 0.012195121951219513, 0.0, 0.0, 0.011764705882352941, 0.0, 0.011904761904761904, 0.0, 0.0, 0.0, 0.012048192771084338, 0.020833333333333332, 0.0, 0.005708311004154049, 0.006618487601963543, 3.740740740740741, 3.305263157894737, 3.375, 3.8461538461538463, 3.138888888888889, 3.39, 3.2564102564102564, 3.932584269662921, 3.6626506024096384, 3.315068493150685, 3.504950495049505, 4.141176470588236, 3.5168539325842696, 3.4166666666666665, 3.4942528735632186, 3.5795454545454546, 2.9555555555555557, 3.819277108433735, 3.15625, 2.966292134831461, 3.4756790473564907, 0.3078314178416332
2, 0.01852397798742138, 0.015212264150943395, 0.017613408269771178, 0.016186693147964254, 0.014433155942589905, 0.014947316834109289, 0.01892688679245283, 0.016953110405380157, 0.016920546996711097, 0.01684636118598383, 0.015035377358490564, 0.017279046673286995, 0.015886436454254183, 0.015691182133230654, 0.01528540721280153, 0.014727463312368976, 0.015703367566276574, 0.015157939368242525, 0.015485039069944735, 0.016914427291785782, 0.016186470407700486, 0.00122960572308123, 0.020833333333333332, 0.0, 0.0425531914893617, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.010526315789473684, 0.0, 0.0, 0.012658227848101266, 0.0, 0.0, 0.02247191011235955, 0.0, 0.0, 0.0060771489286314765, 0.011041824808755266, 3.96875, 3.2375, 3.797872340425532, 3.4479166666666665, 3.076923076923077, 3.1923076923076925, 4.061728395061729, 3.623762376237624, 3.6055045871559632, 3.5934065934065935, 3.2125, 3.6842105263157894, 3.3962264150943398, 3.326530612244898, 3.2531645569620253, 3.1333333333333333, 3.367088607594937, 3.2444444444444445, 3.37, 3.585858585858586, 3.4589514405016617, 0.2674717375335755
3, 0.016283277332644095, 0.015330188679245283, 0.01874697629414611, 0.017710929156283375, 0.01736043571289632, 0.014552388598956245, 0.013652031930333817, 0.017348008385744237, 0.017075471698113208, 0.01511359260685406, 0.017118931524273902, 0.017197327044025157, 0.017065931736273056, 0.017837779223595755, 0.01893254070819333, 0.018474842767295597, 0.015094339622641508, 0.015546784751636502, 0.016037735849056604, 0.019578007709474536, 0.016802876066584135, 0.001534303191127798, 0.0136986301369863, 0.0125, 0.0, 0.0, 0.010309278350515464, 0.0, 0.0, 0.0, 0.01, 0.0, 0.011235955056179775, 0.020833333333333332, 0.0, 0.011494252873563218, 0.0136986301369863, 0.0, 0.011111111111111112, 0.01020408163265306, 0.010526315789473684, 0.010752688172043012, 0.007318213829642263, 0.006376155167022155, 3.4794520547945207, 3.2625, 4.0, 3.7830188679245285, 3.7010309278350517, 3.221052631578947, 2.933333333333333, 3.7111111111111112, 3.63, 3.2551020408163267, 3.640449438202247, 3.6666666666666665, 3.6179775280898876, 3.8275862068965516, 4.082191780821918, 3.9444444444444446, 3.2333333333333334, 3.326530612244898, 3.4583333333333335, 4.204301075268817, 3.5989207693347955, 0.32063944691291635
4, 0.016450471698113207, 0.0148174733388023, 0.018460284183554623, 0.01639494412896135, 0.015791632485643973, 0.01860874974082521, 0.016868334700574243, 0.019991015274034147, 0.01263477088948787, 0.018769654088050314, 0.017554950398755105, 0.01719077568134172, 0.015535274815422478, 0.015782049021336626, 0.01870144284128746, 0.01708467556373677, 0.018708925164299343, 0.016810517864311526, 0.016367924528301887, 0.01774228130360206, 0.01701330738552211, 0.00163617111753032, 0.0125, 0.010869565217391304, 0.024691358024691357, 0.009708737864077669, 0.010869565217391304, 0.0, 0.021739130434782608, 0.011904761904761904, 0.0, 0.0, 0.010309278350515464, 0.011111111111111112, 0.03260869565217391, 0.0, 0.011764705882352941, 0.0, 0.0, 0.010638297872340425, 0.01, 0.0, 0.0094357603765795, 0.008873432388086928, 3.617283950617284, 3.152173913043478, 3.9634146341463414, 3.5865384615384617, 3.402173913043478, 3.978021978021978, 3.6129032258064515, 4.273809523809524, 2.6785714285714284, 4.020833333333333, 3.7628865979381443, 3.688888888888889, 3.358695652173913, 3.383177570093458, 4.023529411764706, 3.6341463414634148, 3.9775280898876404, 3.595744680851064, 3.5, 3.772727272727273, 3.6491524433860127, 0.3499805987923707
5, 0.015677025527192006, 0.014880373468196846, 0.014973672663448883, 0.013428956488255678, 0.015956207780107153, 0.01373061834485335, 0.01598808341608739, 0.014973672663448883, 0.013997128794093521, 0.01816911250873515, 0.018032003821351807, 0.018971594443292557, 0.01607624181748171, 0.015369938520245919, 0.01531631520532741, 0.01632801161103048, 0.01729559748427673, 0.014332365747460087, 0.013945857260049222, 0.016874148998249367, 0.015715846328159207, 0.0015117721523921343, 0.00980392156862745, 0.020618556701030927, 0.0, 0.0, 0.0, 0.009900990099009901, 0.021052631578947368, 0.023255813953488372, 0.010869565217391304, 0.0, 0.0379746835443038, 0.0, 0.0, 0.011235955056179775, 0.023529411764705882, 0.0, 0.009523809523809525, 0.0, 0.0, 0.020618556701030927, 0.009919194785426261, 0.01093490011228696, 3.3529411764705883, 3.185567010309278, 3.2093023255813953, 2.877551020408163, 3.4074074074074074, 2.9207920792079207, 3.431578947368421, 3.2093023255813953, 3.032258064516129, 3.8780487804878048, 3.8860759493670884, 4.065934065934066, 3.438775510204082, 3.3222222222222224, 3.36046511627907, 3.5054945054945055, 3.704761904761905, 3.188679245283019, 2.9565217391304346, 3.597938144329897, 3.37658087701724, 0.3202139878740456
6, 0.01650943396226415, 0.016024812613078317, 0.016587186398507155, 0.013514945940216239, 0.015926151349158046, 0.01564927857935627, 0.015941649196366176, 0.01848398420359807, 0.014807738237401483, 0.017351752021563343, 0.0159689465408805, 0.015593784683684797, 0.018027914189713105, 0.014561115668580805, 0.017913297394429466, 0.0159887282528792, 0.016776891655319977, 0.014461271102284012, 0.013525801318481474, 0.016596785464709992, 0.01601057343862363, 0.0013376778360726796, 0.0, 0.0410958904109589, 0.02197802197802198, 0.0, 0.010752688172043012, 0.011764705882352941, 0.018518518518518517, 0.011627906976744186, 0.012658227848101266, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012987012987012988, 0.0, 0.02631578947368421, 0.0, 0.018518518518518517, 0.010501340228774017, 0.011466817451433848, 3.5113636363636362, 3.452054794520548, 3.5604395604395602, 2.865168539325843, 3.4148936170212765, 3.4827586206896552, 3.4074074074074074, 3.9651162790697674, 3.1772151898734178, 3.7294117647058824, 3.3958333333333335, 3.383720930232558, 3.8493150684931505, 3.108695652173913, 3.8095238095238093, 3.4155844155844157, 3.5670103092783507, 3.1052631578947367, 2.8795180722891565, 3.5555555555555554, 3.431792485688799, 0.2877627145059571
7, 0.01774483378256963, 0.017767295597484276, 0.015532685344006099, 0.01667397981570864, 0.014242535262868658, 0.016285998013902684, 0.01399194403222387, 0.015105570530098835, 0.016159163086119935, 0.013542300669507002, 0.015312046444121917, 0.01610279765777489, 0.016846361185983826, 0.014465408805031449, 0.017568348093954564, 0.015801886792452834, 0.016950031100974497, 0.015756724207145724, 0.019441015693881143, 0.01537932389937107, 0.01603351250075908, 0.0014164747976515586, 0.0, 0.0, 0.0, 0.011627906976744186, 0.0, 0.0, 0.02247191011235955, 0.011904761904761904, 0.0, 0.010752688172043012, 0.0, 0.011494252873563218, 0.02197802197802198, 0.022222222222222223, 0.0, 0.01, 0.0, 0.010638297872340425, 0.009345794392523364, 0.0, 0.007121792825228993, 0.008039389519459822, 3.7976190476190474, 3.811111111111111, 3.313131313131313, 3.5697674418604652, 3.0388349514563107, 3.463157894736842, 3.0555555555555554, 3.238095238095238, 3.4257425742574257, 2.881720430107527, 3.2615384615384615, 3.4367816091954024, 3.6043956043956045, 3.1, 3.7653061224489797, 3.4, 3.6043956043956045, 3.3617021276595747, 4.130841121495327, 3.329896907216495, 3.4294796558138145, 0.2968752368206777
8, 0.013374028856825752, 0.015477594339622642, 0.014150943396226417, 0.015151515151515152, 0.015024458420684833, 0.017136374492476722, 0.016603773584905664, 0.01729559748427673, 0.016187821612349915, 0.014967343976777939, 0.017620906527868144, 0.01580690485748696, 0.014937106918238994, 0.015467310223782364, 0.013477088948787061, 0.015253041791571153, 0.015643658944351567, 0.01495628163828808, 0.01505193979224083, 0.01426599171652094, 0.015392484133739892, 0.0011277618982980845, 0.0, 0.0, 0.011494252873563218, 0.010101010101010102, 0.012345679012345678, 0.02531645569620253, 0.0, 0.0, 0.011363636363636364, 0.009615384615384616, 0.0, 0.031914893617021274, 0.030303030303030304, 0.011627906976744186, 0.02040816326530612, 0.018691588785046728, 0.012658227848101266, 0.012195121951219513, 0.033707865168539325, 0.0, 0.012587160828857562, 0.010870660737500346, 2.847058823529412, 3.2916666666666665, 3.0114942528735633, 3.242424242424242, 3.197530864197531, 3.6835443037974684, 3.56, 3.6666666666666665, 3.4545454545454546, 3.230769230769231, 3.7954545454545454, 3.382978723404255, 3.227272727272727, 3.313953488372093, 2.8979591836734695, 3.2710280373831777, 3.3417721518987342, 3.1951219512195124, 3.2247191011235956, 3.0365853658536586, 3.2936272890563005, 0.24366071511654638
9, 0.015468298487166411, 0.016737674984783932, 0.016605698883326914, 0.015094339622641506, 0.015378650814163865, 0.017997801795200583, 0.019628727936701156, 0.016093229744728082, 0.016047990155865464, 0.01322923443938408, 0.015055569914706643, 0.01219744615971031, 0.015038296282458435, 0.014265991716520939, 0.016284815813117703, 0.018333009142190236, 0.01601808176100629, 0.014783709157846298, 0.014903653151344846, 0.017602393005062125, 0.01583823064839629, 0.001684934281436767, 0.009009009009009009, 0.0, 0.01020408163265306, 0.011111111111111112, 0.0273972602739726, 0.0, 0.021505376344086023, 0.011764705882352941, 0.010869565217391304, 0.022988505747126436, 0.0, 0.0, 0.0, 0.012195121951219513, 0.023809523809523808, 0.041237113402061855, 0.0, 0.012195121951219513, 0.010638297872340425, 0.0, 0.01124623971020338, 0.011079961011772327, 3.2972972972972974, 3.5591397849462365, 3.5408163265306123, 3.2111111111111112, 3.3424657534246576, 3.8446601941747574, 4.21505376344086, 3.4235294117647057, 3.4623655913978495, 2.8505747126436782, 3.608108108108108, 2.585858585858586, 3.1881188118811883, 3.073170731707317, 3.488095238095238, 3.9896907216494846, 3.422680412371134, 3.158536585365854, 3.1808510638297873, 3.731707317073171, 3.408691576133582, 0.3668613221596328
