Node, InDeg, OutDeg, CloseCent, BetwnCent,  Influence, Redundancy, AvgDeathAge
0, 77, 139, 0.6098265895953757, 0.004141713680504889,  0.06761006289308176, 0.16666666666666666, 15.083333333333334
1, 69, 61, 0.596045197740113, 0.0016518083665994227,  0.05188679245283019, 0.0, 11.0
2, 75, 82, 0.6063218390804598, 0.0024419347498083866,  0.048113207547169815, 0.0, 10.6
3, 78, 35, 0.6115942028985507, 0.0010805333760299065,  0.03891509433962264, 0.0, 8.75
4, 75, 29, 0.6080691642651297, 0.0008054029626311371,  0.08962264150943396, 0.0, 21.333333333333332
5, 98, 45, 0.6492307692307693, 0.0018557662585020993,  0.036949685534591194, 0.0, 8.0
6, 86, 109, 0.6279761904761905, 0.004739619315726855,  0.049528301886792456, 0.0, 10.5
7, 98, 86, 0.6492307692307693, 0.00392946625790525,  0.04599056603773585, 0.0, 9.75
8, 64, 69, 0.5877437325905293, 0.0021084765369377154,  0.07075471698113207, 0.0, 15.0
9, 81, 44, 0.6187683284457478, 0.0015269240991174137,  0.04481132075471698, 0.0, 9.5
10, 84, 20, 0.6242603550295858, 0.0009783229392531347,  0.0550314465408805, 0.0, 12.0
11, 87, 181, 0.6279761904761905, 0.008491812257201676,  0.041666666666666664, 0.0, 8.833333333333334
12, 72, 48, 0.6028571428571429, 0.0014557129040580934,  0.08018867924528303, 0.0, 17.5
13, 89, 62, 0.6317365269461078, 0.0028624030882851664,  0.09433962264150944, 0.0, 21.0
14, 72, 37, 0.6011396011396012, 0.0009347588127594602,  0.08372641509433962, 0.0, 18.75
15, 68, 37, 0.596045197740113, 0.001111077015000624,  0.08176100628930817, 0.0, 18.0
16, 61, 144, 0.5828729281767956, 0.0036035190979912366,  0.06525157232704402, 0.5, 15.0
17, 70, 53, 0.5977337110481586, 0.0015827940075597384,  0.07599580712788259, 0.1111111111111111, 17.22222222222222
18, 76, 150, 0.6063218390804598, 0.005776280390232708,  0.05817610062893081, 0.0, 13.666666666666666
19, 74, 57, 0.6045845272206304, 0.0021196006109446175,  0.11886792452830189, 0.2, 28.6
20, 98, 88, 0.6492307692307693, 0.004776816813267506,  0.027358490566037737, 0.0, 5.8
21, 82, 59, 0.6205882352941177, 0.0027045654604664323,  0.07232704402515723, 0.0, 15.833333333333334
22, 90, 84, 0.6355421686746988, 0.004177353699286061,  0.062264150943396226, 0.0, 13.4
23, 79, 51, 0.6151603498542274, 0.0018984967513557334,  0.07075471698113207, 0.0, 16.0
24, 58, 76, 0.5765027322404371, 0.0019492747801359586,  0.08018867924528301, 0.0, 19.0
25, 75, 44, 0.6063218390804598, 0.0013046940474412763,  0.11438679245283018, 0.0, 31.6
26, 92, 89, 0.6393939393939394, 0.006133218159942248,  0.07193396226415094, 0.0, 15.5
