Node, InDeg, OutDeg, CloseCent, BetwnCent,  Influence, Redundancy, AvgDeathAge
0, 34, 19, 0.6164383561643836, 0.0021238845012342055,  0.13919413919413917, 0.0, 2.906392694063927
1, 0, 14, 0.0, 0.0,  0.217032967032967, 0.16666666666666666, 2.9710610932475885
2, 0, 12, 0.0, 0.0,  0.17307692307692307, 0.0, 3.3225806451612905
3, 35, 15, 0.6206896551724138, 0.0010071091218641524,  0.07280219780219781, 0.0, 1.9
4, 0, 10, 0.0, 0.0,  0.22907861369399835, 0.9230769230769231, 5.0086887835703005
5, 0, 28, 0.0, 0.0,  0.3274725274725275, 0.1, 2.9884934439389883
6, 0, 14, 0.0, 0.0,  0.293956043956044, 1.75, 4.11502167814333
7, 57, 17, 0.7317073170731707, 0.003612299621540342,  0.04835164835164835, 0.0, 1.8095238095238095
8, 66, 24, 0.7894736842105263, 0.006995577759259295,  0.01098901098901099, 0.0, 1.0
9, 46, 25, 0.6716417910447762, 0.005437058104752299,  0.07967032967032966, 0.0, 1.8928571428571428
10, 64, 25, 0.7758620689655172, 0.007228298790241215,  0.07203907203907203, 0.0, 1.8771929824561404
11, 0, 24, 0.0, 0.0,  0.30109890109890114, 0.0, 2.954063604240283
12, 0, 21, 0.0, 0.0,  0.2945054945054945, 0.06666666666666667, 3.021603183627061
13, 0, 19, 0.0, 0.0,  0.2637362637362638, 0.0, 2.923230974632844
14, 0, 25, 0.0, 0.0,  0.3076923076923077, 0.0, 2.947991761071061
15, 59, 17, 0.743801652892562, 0.004768461381015174,  0.02967032967032967, 0.0, 1.6538461538461537
16, 61, 13, 0.7563025210084033, 0.003394538433636809,  0.05494505494505494, 0.0, 2.953125
17, 0, 15, 0.0, 0.0,  0.22588522588522586, 0.0, 2.8775
18, 0, 27, 0.0, 0.0,  0.31711145996860285, 0.0, 2.9324577861163226
19, 0, 14, 0.0, 0.0,  0.22569737954353333, 0.6153846153846154, 4.022253129346314
20, 0, 19, 0.0, 0.0,  0.3274725274725274, 0.8, 4.107180570221753
21, 57, 17, 0.7317073170731707, 0.0038212433138403823,  0.07252747252747252, 0.0, 2.975609756097561
22, 0, 19, 0.0, 0.0,  0.2897102897102898, 0.0, 2.9641652613827993
23, 0, 24, 0.0, 0.0,  0.3241758241758242, 1.2, 3.7129054520358866
24, 0, 20, 0.0, 0.0,  0.2841444270015699, 0.0, 2.9464285714285716
25, 0, 21, 0.0, 0.0,  0.30329670329670333, 0.0, 2.9770362396842485
26, 0, 25, 0.0, 0.0,  0.3120879120879121, 0.13333333333333333, 3.1337419894120924
27, 0, 20, 0.0, 0.0,  0.2703296703296703, 0.0, 2.925373134328358
28, 0, 17, 0.0, 0.0,  0.2747252747252748, 0.0, 2.963219385547382
29, 87, 21, 0.967741935483871, 0.00965545425102093,  0.06227106227106225, 0.0, 2.975
30, 0, 21, 0.0, 0.0,  0.28791208791208794, 0.0, 2.9211822660098523
31, 0, 13, 0.0, 0.0,  0.26173826173826176, 0.0, 2.95843989769821
32, 0, 18, 0.0, 0.0,  0.3162393162393162, 0.0, 3.0914555603263203
33, 0, 18, 0.0, 0.0,  0.2560439560439561, 0.0, 2.9061032863849765
