Node, InDeg, OutDeg, CloseCent, BetwnCent
0, 46, 89, 0.5111579193727693, 0.013327067176558146
1, 42, 27, 0.5111579193727693, 0.0021875158712668773
2, 57, 22, 0.54478672985782, 0.003044311927608674
3, 13, 19, 0.4404658666935565, 0.0004098946206327631
4, 47, 16, 0.53493270632034, 0.0027469540819231014
5, 45, 24, 0.5098989097191418, 0.002262251084062319
6, 44, 62, 0.5175473933649288, 0.00924342127525799
7, 42, 47, 0.508646086845139, 0.0036292067666646925
8, 12, 22, 0.4004235151759605, 0.0022077507386245986
9, 32, 21, 0.4905662496350037, 0.0018731628862702994
10, 15, 18, 0.4312894944707741, 0.00104481683424199
11, 15, 3, 0.42077023850807227, 0.0007020019604534279
12, 14, 16, 0.4423481994572042, 0.0012597996695979444
13, 42, 17, 0.5111579193727693, 0.0025573631810994085
14, 44, 16, 0.5201481340351044, 0.0023649548832671338
15, 14, 21, 0.43400200701461544, 0.0008309520164839326
16, 32, 53, 0.48825225789144233, 0.004837288716252435
17, 35, 16, 0.4976417243893547, 0.0015386794809573389
18, 38, 68, 0.4964483389591644, 0.008438025770491119
19, 24, 23, 0.4600421274354924, 0.0010719716034130308
20, 52, 55, 0.5188445046264952, 0.008937602269251143
21, 50, 31, 0.5363185423470767, 0.004659516226594037
22, 64, 28, 0.5610269846774297, 0.006031730549747997
23, 45, 8, 0.508646086845139, 0.0007751700312825659
24, 19, 18, 0.45102169356420824, 0.0010201522015020304
25, 34, 14, 0.48710342904934484, 0.0014917737229038304
26, 62, 32, 0.5550106095066262, 0.015770597396045877
27, 22, 3, 0.4404658666935565, 4.36718098699313e-05
28, 35, 21, 0.4976417243893547, 0.0024081805944718986
29, 60, 97, 0.5335540137782772, 0.019763444473500424
30, 9, 94, 0.40276061740461394, 0.00402589211186085
31, 40, 22, 0.5254288257511969, 0.0026706303129077806
32, 35, 47, 0.5000457906907526, 0.0032938355113359585
33, 33, 26, 0.47700220586629394, 0.0011675258270935083
34, 74, 8, 0.5766544772868288, 0.0022845769632798972
35, 40, 35, 0.5227751448130595, 0.010247097653606712
36, 26, 3, 0.4471251778530703, 0.0011456405779386016
37, 31, 33, 0.5136946832406243, 0.004722572918787494
38, 10, 49, 0.3563149007675931, 0.006907570725180382
39, 33, 10, 0.4940786571502901, 0.0008171757122443847
40, 50, 82, 0.5419344433140617, 0.024712801690854956
41, 6, 40, 0.3763981042654029, 0.006709737381975385
42, 33, 29, 0.4781038275888489, 0.0021630533039202825
43, 10, 32, 0.40751763257081014, 0.0005332653530726859
44, 63, 31, 0.5462241618627218, 0.006319592055106104
45, 59, 74, 0.53493270632034, 0.01759905665728232
46, 39, 23, 0.5000457906907526, 0.0039450976980720046
47, 52, 21, 0.5321824096297469, 0.003877628383672063
48, 34, 27, 0.4964483389591644, 0.0027147397508797133
49, 16, 3, 0.4004235151759605, 0.0006203167559925721
50, 6, 34, 0.3703380274525431, 0.005850568821728626
51, 22, 38, 0.46416806579814257, 0.0015215591718168834
52, 33, 26, 0.48482191415918396, 0.006569489286873923
53, 47, 24, 0.5149725307113721, 0.00308662168378253
54, 26, 108, 0.473727591180713, 0.022071199088347444
55, 42, 18, 0.5267657947734646, 0.003963007762818833
56, 39, 72, 0.5061588199168009, 0.011288057311806753
57, 29, 18, 0.475905649071199, 0.001670055451719609
