Node, InDeg, OutDeg, InCloseCent, InBetwnCent, OutCloseCent, OutBetwenCent
77, 26, 19, 0.0012865090805700451, 0.5844155844155844, 0.0012865090805700447, 0.0012865090805700447
78, 0, 17, 0.0, 0.0, 0.0, 0.0
79, 0, 18, 0.0, 0.0, 0.0, 0.0
80, 0, 18, 0.0, 0.0, 0.0, 0.0
81, 67, 13, 0.0018723422924298305, 0.7964601769911505, 0.0018723422924298314, 0.0018723422924298314
82, 0, 19, 0.0, 0.0, 0.0, 0.0
83, 0, 18, 0.0, 0.0, 0.0, 0.0
84, 0, 12, 0.0, 0.0, 0.0, 0.0
85, 0, 13, 0.0, 0.0, 0.0, 0.0
86, 0, 19, 0.0, 0.0, 0.0, 0.0
87, 0, 10, 0.0, 0.0, 0.0, 0.0
88, 0, 8, 0.0, 0.0, 0.0, 0.0
89, 0, 8, 0.0, 0.0, 0.0, 0.0
90, 0, 6, 0.0, 0.0, 0.0, 0.0
