2.721361058601134175e+01,3.523950617283950493e+01,3.610632911392404765e+01,nan,nan,3.575438596491228083e+01,3.019368421052631746e+01,3.280244399185335880e+01,nan,3.478060046189376209e+01,2.351285189718482371e+01,nan,nan,3.701818181818181586e+01,3.720626631853785682e+01,nan,2.824361493123772249e+01,3.584170854271356887e+01,nan,2.433420593368237306e+01,nan,nan,nan,nan,nan,nan,nan,nan,3.628498727735369300e+01,2.644403669724770722e+01,nan,nan,nan,nan,3.878474114441416987e+01,3.393824228028503853e+01,nan,nan,nan,nan,nan,nan,3.167920353982301052e+01,nan,3.457627118644067821e+01,2.249922480620154985e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.894291754756871171e+01,2.761612284069097711e+01,nan,nan,nan,nan,nan,nan,nan,7.740092592592593235e+01,nan,3.872999999999999687e+01,3.577411764705882291e+01,3.244444444444444287e+01,3.332400932400932447e+01,3.244444444444444287e+01,nan,nan,3.778249336870026553e+01,nan,nan,nan,3.628498727735369300e+01,nan,nan,nan,nan,nan,5.853658536585366079e+01,3.626868044515103406e+01,nan,nan,nan,nan,2.994989561586638871e+01,nan,nan,1.127720413026211332e+01,3.628498727735369300e+01,nan,nan,5.674438202247190866e+00,2.417078972407231063e+01,nan,nan,nan,1.109675561127029653e+02,3.441445783132530067e+01,nan,2.761612284069097711e+01,3.502045454545454817e+01,2.792621359223300814e+01,3.561915887850467044e+01,nan,nan,3.507125307125306790e+01,nan,nan,nan,1.262363788767812167e+01,2.663216266173752445e+01,nan,nan,3.490464547677261464e+01,nan,nan,1.504450499545867359e+01,3.409546539379474694e+01,3.302540415704388010e+01,nan,3.188418708240534372e+01,3.288531187122736554e+01,1.467554240631163687e+01,nan,7.534099616858237880e+01,3.739632545931758756e+01,nan,2.365849673202614412e+01,3.899178082191780703e+01,nan,nan,nan,2.959175257731958908e+01,nan,nan,nan,nan,nan,nan,3.445353982300884610e+01,4.028328611898017186e+01,nan,nan,nan,4.804389574759944992e+00,3.490464547677261464e+01,3.161147902869757331e+01,3.230248306997742702e+01,nan,3.507125307125306790e+01,4.131266149870801030e+01,nan,nan,nan,2.148076923076922995e+01,nan,3.575438596491228083e+01,nan,nan,1.273107861060329071e+02,3.019368421052631746e+01,nan,nan,nan,nan,2.941598360655737565e+01,2.941598360655737565e+01,nan,nan,2.907085020242914908e+01,nan,nan,3.166541967464844731e+01,nan,nan,4.066813186813186576e+01,nan,nan,3.174722838137472181e+01,nan,3.273226544622425394e+01,nan,3.258769931662870079e+01,nan,nan,3.575438596491228083e+01,nan,nan,nan,2.787403100775193820e+01,2.716415094339622627e+01,3.560376661742983728e+00,3.088577586206896441e+01,4.570212765957446521e+01,2.531596091205211607e+01,3.009265734265734338e+01,nan,3.188418708240534372e+01,1.400844277673546046e+01,nan,3.561915887850467044e+01,nan,nan
nan,3.918902439024390105e+01,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,3.918902439024390105e+01,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,3.428967254408060228e+01,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,3.918902439024390105e+01,nan,3.918902439024390105e+01,nan,nan,nan,nan,3.918902439024390105e+01,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,3.420993439550140636e+01,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,3.809302325581395365e+01,3.766850828729281631e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.871794871794871540e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan,nan,nan,3.918902439024390105e+01,nan,nan
nan,nan,3.864634146341463605e+01,nan,3.764094955489614591e+01,nan,nan,nan,nan,nan,nan,nan,nan,3.922910216718265985e+01,nan,nan,nan,nan,nan,nan,nan,3.764094955489614591e+01,3.501652892561983776e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.785970149253731165e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.617948717948718240e+01,nan,3.617948717948718240e+01,nan,nan,3.950151057401812693e+01,nan,3.668786127167629729e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.244144144144144093e+01,3.983018867924528195e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.423057644110275533e+01,nan,3.530684326710817089e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.731764705882353184e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.216183574879227081e+01,nan,nan,nan,nan,nan,nan,nan,nan,3.911111111111111427e+01,nan,nan,1.786885245901639507e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.080778395552025373e+01,nan,nan,nan,nan,1.408084033613445456e+02,nan,nan,3.628000000000000114e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.819277108433735179e+01,nan,nan
nan,4.265236907730673011e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.839660390047074401e+01,nan,nan,nan,4.468917881811204751e+01,nan,nan,nan,nan,nan,nan,nan,2.325014749262536995e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.430761154855643014e+01,4.030961434003258859e+01,4.350184736909160677e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.021836429372896049e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.762020483220105405e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.540044742729306648e+01,4.534453781512605275e+01,nan,nan,nan,6.132325631613042560e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.396990099009901343e+01,nan,nan,3.702268041237113749e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.421518438177874089e+01,4.035389326334207993e+01,nan,nan,7.013362950426626696e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.649273375377022433e+01,nan,nan,nan,4.807010309278350491e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,4.418781725888324985e+01,nan,nan,4.418781725888324985e+01,1.757361477572559494e+01,nan,nan,nan,nan,nan,4.418781725888324985e+01,3.542047619047619378e+01,nan,nan,nan,nan,2.085530921820303263e+01,nan,nan,nan,nan,nan,nan,nan,1.223910171730515195e+01,nan,4.418781725888324985e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,nan,3.429518072289156549e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.418781725888324985e+01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,4.101020408163265074e+01,3.813068181818182012e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.862955854126679611e+01,4.298072805139186414e+01,nan,nan,nan,nan,4.036746987951806886e+01,nan,nan,3.582238010657193428e+01,nan,nan,4.011306042884990575e+01,nan,4.298072805139186414e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.328323699421965642e+01,nan,nan,3.989880952380952550e+01,4.084756097560975263e+01,4.298072805139186414e+01,nan,nan,3.744052044609665586e+01,nan,nan,nan,nan,nan,4.394970986460348428e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.649334698055271531e+01,nan,4.125667351129363425e+01,nan,nan,3.588434163701067803e+01,nan,nan,nan,nan,nan,nan,nan,3.906796116504854410e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.105030181086519292e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.594652406417112189e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.150619834710743561e+01,nan,nan,nan,nan,nan,3.926120857699805100e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.740316205533596872e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.985940594059405839e+01,nan,nan,nan
3.959852216748768683e+01,3.959852216748768683e+01,3.774941451990632402e+01,nan,nan,3.959852216748768683e+01,nan,3.577212389380530766e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.959852216748768683e+01,3.959852216748768683e+01,3.959852216748768683e+01,nan,nan,nan,3.959852216748768683e+01,nan,nan,3.959852216748768683e+01,nan,3.959852216748768683e+01,3.339156626506024139e+01,nan,3.959852216748768683e+01,nan,nan,nan,nan,nan,nan,nan,3.679870129870129603e+01,nan,nan,3.959852216748768683e+01,3.874532710280373493e+01,3.959852216748768683e+01,3.013479262672811032e+01,nan,nan,2.771906354515050186e+00,3.788167053364269066e+01,3.959852216748768683e+01,nan,nan,3.712788259958071535e+01,8.366199649737302479e+01,nan,nan,nan,3.315306122448979664e+01,4.413815789473684248e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.959852216748768683e+01,nan,nan,nan,nan,nan,nan,nan,nan,3.959852216748768683e+01,nan,nan,3.959852216748768683e+01,nan,nan,nan,nan,nan,nan,nan,3.784361233480176168e+01,3.959852216748768683e+01,nan,nan,nan,3.959852216748768683e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.976387582314205105e+01,3.758658008658008498e+01,3.709195402298850297e+01,3.114154411764705799e+01,nan,nan,nan,3.959852216748768683e+01,3.952262443438914374e+01,nan,3.959852216748768683e+01,nan,3.959852216748768683e+01,3.959852216748768683e+01,nan,3.959852216748768683e+01,nan,nan,3.607366071428571530e+01,nan,3.959852216748768683e+01,nan,3.330683403068340454e+01,nan,nan,nan,nan,3.959852216748768683e+01,nan,3.959852216748768683e+01,3.959852216748768683e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.959852216748768683e+01,nan,nan,nan,3.959852216748768683e+01,nan,3.852764976958525267e+01,3.959852216748768683e+01,nan,nan,nan,nan,nan,3.959852216748768683e+01,nan,nan,nan,3.959852216748768683e+01,nan,3.191992551210428175e+01,nan,3.959852216748768683e+01,nan,nan,nan,nan,nan,nan,nan,7.759442724458205021e+01,nan,3.756192660550458839e+01,3.959852216748768683e+01,nan,nan,nan,nan,3.561116489190061429e+01,nan,nan,5.443918918918918592e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.959852216748768683e+01,nan,nan,nan,nan,3.959852216748768683e+01,nan,nan
4.121307506053268810e+01,3.432037325038880482e+01,4.121307506053268810e+01,nan,nan,4.121307506053268810e+01,nan,4.530065359477124076e+01,nan,nan,nan,nan,1.908174828004856352e+02,4.121307506053268810e+01,nan,nan,4.156618610747051434e+01,4.143566591422121803e+01,6.331352619233776124e+01,nan,5.496147672552167052e+01,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,nan,4.172803347280334663e+01,nan,4.121307506053268810e+01,nan,nan,4.121307506053268810e+01,nan,nan,nan,3.872602739726027465e+01,3.891780821917808453e+01,nan,nan,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,5.758695652173913260e+01,nan,nan,nan,nan,4.043249427917620409e+01,4.121307506053268810e+01,nan,4.121307506053268810e+01,nan,nan,4.121307506053268810e+01,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,nan,1.314035087719298289e+01,4.121307506053268810e+01,3.656316916488222546e+01,2.982646048109965520e+01,nan,nan,4.121307506053268810e+01,nan,nan,nan,7.356923076923076898e+00,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,4.121307506053268810e+01,4.048785871964680183e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.676883996613040040e+01,nan,nan,nan,nan,nan,3.974186046511628234e+01,nan,nan,4.121307506053268810e+01,nan,nan,nan,4.121307506053268810e+01,4.121307506053268810e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.121307506053268810e+01,nan,nan
nan,nan,nan,nan,4.637035701406419008e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.437078861991514600e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.134234647112740646e+01,nan,nan,nan,nan,nan,nan,nan,nan,9.415567378979503133e+00,nan,nan,nan,nan,nan,4.587514863258026310e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.400373134328358304e+01,nan,nan,nan,nan,nan,nan,4.399569892473117960e+01,nan,8.209158948451678839e+01,nan,nan,nan,nan,nan,4.538534482758620925e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.631422749515371606e+01,nan,nan,nan,nan,6.680816591056384368e+01,nan,nan,nan,nan,nan,nan,nan,nan,4.490409207161125238e+01,4.587375415282392055e+01,nan,nan,nan,nan,nan,4.175428077966937934e+01,nan,4.160435951030158463e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.752075919335705834e+01,nan,2.746931196154592314e+01,nan,nan,nan,nan,nan,nan,nan,nan,1.736570249059152360e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.646413338503295876e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.953087480160582601e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.236838568788846260e+01,nan,nan,nan,1.831503579952267202e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.786893203883494863e+01,4.198021582733812807e+01,4.604553119730185529e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.265302491103202698e+01,nan,nan,nan,nan,nan,3.765054710525424042e+01,4.507908847184986456e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.344320297951583143e+01,nan,nan,nan,nan,nan,nan,nan,4.765702479338843034e+01,nan,nan,nan,nan,nan,nan,nan,nan,5.757647205588822459e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.810912052117264182e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.572831704684361398e+00,4.524377224199288605e+01,nan,3.942327150084317111e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.505905511811023700e+01,5.184442060085837056e+01,4.438888888888888573e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.092156862745098067e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.245129370629370769e+01,nan,nan,4.062608695652173907e+01,nan,nan,nan,nan,4.358175559380378417e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.109758942457231790e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
