1.399999999999999911e+00,2.857142857142857206e+00,3.950000000000000178e+00,2.500000000000000000e+00,2.500000000000000000e+00,nan,3.125000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,3.526315789473684070e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.250000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.733333333333333393e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.750000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.894736842105263053e+00,2.588235294117647189e+00,nan,nan,4.071428571428571175e+00,2.294117647058823373e+00,2.307692307692307487e+00,2.428571428571428381e+00,nan,1.777777777777777679e+00,nan,nan,nan,nan,2.272727272727272929e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.464285714285714413e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.400000000000000355e+00,nan,nan,nan,nan
3.600000000000000089e+00,2.549999999999999822e+00,3.214285714285714413e+00,3.200000000000000178e+00,3.631578947368421240e+00,nan,5.000000000000000000e+00,nan,4.416666666666666963e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.312500000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000000000000000000e+00,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.727272727272727071e+00,2.200000000000000178e+00,nan,nan,2.636363636363636243e+00,3.888888888888888840e+00,2.523809523809523725e+00,3.458333333333333481e+00,nan,2.882352941176470562e+00,nan,nan,nan,nan,3.277777777777777679e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.250000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.357142857142857206e+00,nan,nan,nan,nan
2.705882352941176627e+00,2.842105263157894690e+00,2.000000000000000000e+00,2.296296296296296280e+00,2.153846153846153744e+00,nan,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.866666666666666696e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.181818181818181657e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.222222222222222321e+00,2.208333333333333481e+00,nan,nan,nan,nan,4.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.181818181818181657e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.076923076923077094e+00,2.578947368421052655e+00,2.941176470588235503e+00,2.117647058823529438e+00,5.071428571428571175e+00,nan,2.588235294117647189e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.538461538461538325e+00,nan,nan,nan,nan,nan,nan,nan,nan,3.217391304347826164e+00,nan,nan,nan,2.399999999999999911e+00,nan,nan,4.058823529411764497e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.352941176470588314e+00,nan,nan,1.933333333333333348e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.214285714285714413e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.875000000000000000e+00,1.818181818181818121e+00,nan,nan,nan,nan,4.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.529411764705882248e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.894736842105263275e+00,5.250000000000000000e+00,4.176470588235294379e+00,4.500000000000000000e+00,3.666666666666666519e+00,nan,3.799999999999999822e+00,3.705882352941176627e+00,4.083333333333333037e+00,4.549999999999999822e+00,3.384615384615384581e+00,nan,5.000000000000000000e+00,nan,nan,6.285714285714285587e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.166666666666666519e+00,nan,nan,4.636363636363636687e+00,4.150000000000000355e+00,4.687500000000000000e+00,nan,nan,nan,nan,nan,nan,5.782608695652173836e+00,nan,nan,nan,nan,nan,nan,5.416666666666666963e+00,nan,4.750000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.411764705882353255e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.875000000000000000e+00,3.416666666666666519e+00,4.684210526315789380e+00,4.620689655172413701e+00,6.200000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.210526315789473450e+00,4.500000000000000000e+00,4.333333333333333037e+00,nan,3.812500000000000000e+00,4.526315789473684070e+00,3.299999999999999822e+00,4.250000000000000000e+00,nan,4.400000000000000355e+00,nan,nan,nan,nan,3.421052631578947345e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.588235294117646745e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.583333333333333481e+00
nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.181818181818181657e+00,3.272727272727272929e+00,nan,nan,4.166666666666666963e+00,nan,5.272727272727272485e+00,4.923076923076923350e+00,5.750000000000000000e+00,4.500000000000000000e+00,4.083333333333333037e+00,nan,3.444444444444444642e+00,nan,nan,6.545454545454545858e+00,4.200000000000000178e+00,nan,3.333333333333333481e+00,nan,2.399999999999999911e+00,nan,nan,nan,5.294117647058823373e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.000000000000000000e+00,4.500000000000000000e+00,5.750000000000000000e+00,nan,3.399999999999999911e+00,4.000000000000000000e+00,4.461538461538461675e+00,5.000000000000000000e+00,3.315789473684210620e+00,nan,nan,nan,nan,nan,4.299999999999999822e+00,5.000000000000000000e+00,nan,nan,nan,3.909090909090909172e+00,5.000000000000000000e+00,4.529411764705882248e+00,nan,4.000000000000000000e+00,nan,nan,nan,nan,nan,nan,3.666666666666666519e+00,nan,nan,nan,4.636363636363636687e+00,nan,nan,3.357142857142857206e+00,nan,3.692307692307692513e+00,5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.066666666666666430e+00,4.111111111111110716e+00,5.833333333333333037e+00,5.333333333333333037e+00,4.272727272727272485e+00,3.333333333333333481e+00,2.933333333333333126e+00,nan,4.615384615384614975e+00,nan,4.684210526315789380e+00,4.099999999999999645e+00,nan,nan,nan,4.750000000000000000e+00,4.888888888888889284e+00,nan,nan,3.166666666666666519e+00,4.549999999999999822e+00,4.111111111111110716e+00,5.583333333333333037e+00,6.428571428571428825e+00,3.857142857142857206e+00,6.235294117647058876e+00,nan,5.090909090909090828e+00,4.142857142857143238e+00,4.000000000000000000e+00,nan,3.333333333333333481e+00,nan,5.416666666666666963e+00,4.142857142857143238e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.461538461538461675e+00,nan,nan,nan,nan,nan,nan,nan,nan,3.736842105263157965e+00,3.000000000000000000e+00,nan,nan,nan,2.750000000000000000e+00,nan,nan,nan,5.615384615384614975e+00,nan,nan,nan,nan,nan,nan,nan,nan,4.857142857142856762e+00,3.692307692307692513e+00,nan,5.599999999999999645e+00,nan,5.636363636363636687e+00,2.727272727272727071e+00,nan,3.909090909090909172e+00,5.789473684210526550e+00,nan,nan,nan,2.636363636363636243e+00,nan,nan,nan,nan,nan,nan,nan,3.461538461538461675e+00
nan,nan,nan,nan,4.071428571428571175e+00,nan,4.526315789473684070e+00,5.615384615384614975e+00,2.823529411764706065e+00,2.944444444444444642e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.080000000000000071e+00,nan,nan,nan,3.250000000000000000e+00,3.200000000000000178e+00,nan,nan,nan,nan,nan,nan,5.200000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.636363636363636243e+00,2.933333333333333126e+00,nan,nan,4.315789473684210620e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.294117647058823373e+00,3.777777777777777679e+00,nan,nan,nan,nan,nan,2.181818181818181657e+00,nan,5.235294117647058876e+00,nan,nan,nan,nan,4.814814814814814881e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,3.000000000000000000e+00,nan,5.277777777777777679e+00,4.500000000000000000e+00,4.133333333333333748e+00,5.125000000000000000e+00,5.750000000000000000e+00,5.611111111111110716e+00,4.428571428571428825e+00,3.272727272727272929e+00,nan,4.500000000000000000e+00,5.000000000000000000e+00,nan,4.375000000000000000e+00,nan,5.388888888888889284e+00,nan,nan,nan,6.916666666666666963e+00,nan,nan,nan,4.909090909090909172e+00,nan,nan,4.230769230769230838e+00,nan,nan,5.142857142857143238e+00,4.599999999999999645e+00,nan,nan,nan,nan,3.000000000000000000e+00,nan,nan,nan,4.799999999999999822e+00,5.357142857142856762e+00,5.111111111111110716e+00,nan,nan,nan,nan,nan,4.272727272727272485e+00,nan,nan,nan,nan,5.062500000000000000e+00,4.333333333333333037e+00,4.687500000000000000e+00,3.375000000000000000e+00,4.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.428571428571428381e+00,nan,nan,4.294117647058823373e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.166666666666666963e+00,5.571428571428571175e+00,5.166666666666666963e+00,4.368421052631578760e+00,4.349999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.210526315789473450e+00,4.166666666666666963e+00,4.400000000000000355e+00,4.000000000000000000e+00,4.538461538461538325e+00,4.611111111111110716e+00,4.083333333333333037e+00,5.368421052631578760e+00,4.533333333333333215e+00,nan,4.722222222222222321e+00,nan,nan,nan,3.666666666666666519e+00,4.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.533333333333333215e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.785714285714285587e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.761904761904761862e+00,nan,nan,nan,4.125000000000000000e+00
nan,nan,nan,nan,5.095238095238094900e+00,nan,4.176470588235294379e+00,3.947368421052631415e+00,5.700000000000000178e+00,4.277777777777777679e+00,4.312500000000000000e+00,4.062500000000000000e+00,5.285714285714285587e+00,4.500000000000000000e+00,nan,4.666666666666666963e+00,nan,nan,3.640000000000000124e+00,nan,nan,nan,nan,nan,5.388888888888889284e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.799999999999999822e+00,nan,nan,nan,3.230769230769230838e+00,3.695652173913043459e+00,nan,nan,nan,nan,nan,nan,4.111111111111110716e+00,nan,nan,nan,nan,2.500000000000000000e+00,3.772727272727272929e+00,5.349999999999999645e+00,5.052631578947368141e+00,4.588235294117646745e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.208333333333333037e+00,3.500000000000000000e+00,3.526315789473684070e+00,5.631578947368421240e+00,3.937500000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.666666666666666963e+00,4.000000000000000000e+00,5.285714285714285587e+00,4.150000000000000355e+00,3.782608695652173836e+00,3.142857142857142794e+00,4.133333333333333748e+00,3.857142857142857206e+00,3.750000000000000000e+00,nan,4.705882352941176627e+00,nan,nan,nan,4.428571428571428825e+00,4.111111111111110716e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.950000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.277777777777777679e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.769230769230769162e+00
