, InDeg, OutDeg, CloseCent, BetwnCent, influence_mean_0, influence_mean_1, influence_mean_2, influence_mean_3, influence_mean_4, influence_std_0, influence_std_1, influence_std_2, influence_std_3, influence_std_4, redundancy_mean_0, redundancy_mean_1, redundancy_mean_2, redundancy_mean_3, redundancy_mean_4, redundancy_std_0, redundancy_std_1, redundancy_std_2, redundancy_std_3, redundancy_std_4, avgdeathage_mean_0, avgdeathage_mean_1, avgdeathage_mean_2, avgdeathage_mean_3, avgdeathage_mean_4, avgdeathage_std_0, avgdeathage_std_1, avgdeathage_std_2, avgdeathage_std_3, avgdeathage_std_4
0, 14, 21, 0.42582627678360374, 0.0006600894360931457, 0.11237642339544514, 0.09549730613589309, 0.08400176216913677, 0.07098877955666974, 0.0555496805924362, 0.08772265388164632, 0.07182845875621632, 0.012697934495165458, 0.008095626689261384, 0.006061374572477886, 0.1441666666666667, 1.9333333333333331, 0.09743321815922985, 0.04844943328702546, 0.026528151946048444, 0.2772020422403526, 8.199153072794234, 0.0812814387726383, 0.035971236106362055, 0.01718744047283331, 8.298686998654377, 16.18109299552416, 7.955830556448911, 4.9306096848947965, 3.453188210316513, 17.884276960502966, 40.282544515338515, 5.642124008896332, 2.580414244572387, 0.8851403573144695
1, 16, 21, 0.4392381280208826, 0.0007869762577420499, 0.05812877415458937, 0.056681763285024146, 0.057931598341440016, 0.04938159009977949, 0.04419226549159303, 0.028944531990553326, 0.053327371357131385, 0.01170356110678251, 0.007370555038544265, 0.005082474850188287, 0.025, 0.02, 0.055696792162164145, 0.02004169906009027, 0.023791428650427566, 0.10897247358851682, 0.08717797887081348, 0.06282449412030428, 0.015097050602247393, 0.015699389177786453, 2.36310156650515, 11.097875964664777, 3.8048725821675644, 3.2705253391161646, 3.248645991803979, 0.5769223995571157, 38.44481127936722, 1.9558848148849752, 1.407456987239182, 0.8474215244733381
2, 8, 13, 0.3530584953079246, 7.47354685478684e-06, 0.08155193236714976, 0.06663604209799863, 0.06109194220866605, 0.0558658099916073, 0.04312515504805687, 0.059927374926133356, 0.056817271451489106, 0.01487191609279866, 0.007790055405905447, 0.003432478137616984, 0.1376190476190476, 0.1736904761904762, 0.028037841779270926, 0.02984769453265228, 0.01920724318728184, 0.4115396124405399, 0.6200877136951973, 0.04141360234397772, 0.03450127597191658, 0.015960654542840475, 2.886771726453726, 3.635858599630745, 3.8143133175296287, 4.314179847280107, 3.5231148829075907, 1.5944469732777462, 5.495841835567963, 1.7419245316346892, 1.467621662974413, 0.9832701703952013
3, 8, 17, 0.3530584953079246, 0.00031795321159715884, 0.13768795289855074, 0.09705993357487921, 0.08358439329742609, 0.06424781772683666, 0.04935127938405409, 0.12185686611018558, 0.06811024791584477, 0.018492526866123155, 0.010023222313627277, 0.004426498292663664, 0.1125, 1.9465277777777774, 0.06758083674256779, 0.040440439274805284, 0.011281601750703505, 0.2612403639902872, 8.043849582585013, 0.0820612265831895, 0.03499774360645675, 0.009072916446569726, 3.7138390589552372, 7.8009140149623635, 5.827908132825464, 4.620840854311348, 3.185610945001916, 3.291317027666927, 18.910270043018013, 3.3168852154452226, 1.9072819600969753, 0.49408504743938914
4, 42, 36, 0.5025517320599288, 0.0047139533354935495, 0.022844202898550728, 0.0307421066252588, 0.03922686108740857, 0.03165879093250772, 0.025572280020024613, 0.02860081564640372, 0.042830741404653164, 0.014016229983488393, 0.005715231986943792, 0.004460388565630409, 0.05, 0.05625, 0.06219463681834886, 0.028504806896624955, 0.029237669208805127, 0.15898986690282424, 0.13961442439805424, 0.06987853321788502, 0.02843233425100782, 0.02848804834937418, 1.6017677982474983, 1.8703253051967443, 4.650296293439647, 3.6299480895640484, 3.676631434290433, 0.9985243754614476, 1.582117337602293, 3.710195960187334, 0.8955049357893888, 1.0314701745875914
5, 0, 13, 0.0, 0.0, 0.13215353260869564, 0.13371247412008286, 0.1148413274483461, 0.1105540955263978, 0.09178196934452096, 0.0820174511692511, 0.05368983155106422, 0.018205593012666003, 0.01021357165392375, 0.010696112318489949, 0.95, 0.09444444444444443, 0.08904283805546684, 0.04985053413428496, 0.03958991289369132, 3.841693781538439, 0.18765939726727263, 0.06642287193766057, 0.0446136230464003, 0.026019843122144386, 5.931680391246872, 2.706750809309038, 5.588913102838515, 5.282600421835083, 3.6400940199203546, 14.416841691041729, 0.6479235569574895, 3.6295370353774397, 3.3055919157838805, 0.947951180677443
6, 84, 72, 0.6244392790147623, 0.024246249594556984, 0.005434782608695651, 0.01168478260869565, 0.006935193377148635, 0.008866701053530818, 0.008319510527477491, 9.889445383256552e-19, 0.027243118397129205, 0.0035854081618418446, 0.0035790449264822342, 0.0031720993284286123, 0.0, 0.008333333333333333, 0.001, 0.004575689186565715, 0.0014519567591097108, 0.0, 0.03632415786283895, 0.004358898943540674, 0.013511189177343015, 0.0031999506129393005, 1.0, 1.3400328947368423, 1.2553107623020714, 2.472043597430954, 2.238853902770516, 0.0, 1.482169025637498, 0.6736312391649085, 1.8884688664170546, 1.6885725244807834
7, 13, 17, 0.43467461500248383, 1.1072543919648433e-05, 0.08540653036576948, 0.07295527087646654, 0.06569886546662106, 0.0547349230664322, 0.053041791435456086, 0.05339161470789007, 0.059314566504342504, 0.01772574840451989, 0.010816598297140134, 0.006236159627737748, 0.16, 0.15714285714285717, 0.3414878764531829, 0.21342229932065843, 0.19660910352647115, 0.31368774282716244, 0.3898986728070376, 0.30458752785410637, 0.10098398815167943, 0.04703303811523601, 16.90263217319914, 3.65857891001795, 8.238640643478195, 5.830800266484348, 5.139651216991973, 38.92394759994148, 2.8207451922384075, 4.153437157675792, 3.2050138716298138, 0.7808418309163822
8, 58, 51, 0.5451131165340596, 0.00691485529443424, 0.03974637681159421, 0.017486413043478265, 0.01929175576160893, 0.017924419340146595, 0.017842902321572478, 0.10183010172698136, 0.03369623016246919, 0.013835422671673646, 0.004659324483927484, 0.005520846801682463, 0.5371428571428571, 0.0, 0.03728397908124905, 0.007674209674508473, 0.012419426268951827, 2.1749707950185617, 0.0, 0.08505262157716183, 0.012984703178271866, 0.011667156573036554, 3.095982130229551, 1.2706308356586742, 3.6434607270952015, 3.4449558105107023, 3.7267640517422267, 7.677001773318504, 0.6783505190330094, 3.1774508322301793, 1.4542271702532812, 1.834328153182301
9, 57, 41, 0.5433432687531048, 0.003928769892711404, 0.023766880764163383, 0.017111330698287224, 0.02368420770444038, 0.01747970321882322, 0.015018945334672703, 0.030562231662048585, 0.0377840763279684, 0.015551316154099442, 0.006973286144146616, 0.006544482907209302, 0.0, 0.02, 0.05592661361814696, 0.010184229821809465, 0.006620671286707814, 0.0, 0.08717797887081348, 0.13865797086241857, 0.014040575421170461, 0.012856132567270724, 1.5883645581365688, 1.311378036541124, 4.284433834072863, 3.088026399940836, 2.66531479499054, 1.011687367205698, 0.8280881699976098, 4.121220183056346, 1.2347156045323322, 1.2458261842957705
