Time of Death, Message ID, Age at Death, Place of Death, Place Before Death
47, 363, 8, 10, 0
47, 414, 2, 10, 2
47, 390, 5, 16, 50
47, 378, 6, 16, 65
47, 412, 3, 21, 10
47, 417, 2, 21, 39
47, 394, 5, 39, 16
47, 416, 2, 39, 24
47, 399, 4, 60, 37
47, 409, 3, 60, 61
47, 428, 1, 60, 60
48, 413, 4, 7, 61
48, 430, 2, 7, 82
48, 420, 3, 50, 48
48, 431, 2, 50, 84
48, 424, 2, 81, 29
48, 421, 3, 81, 73
49, 432, 2, 16, 4
49, 397, 6, 16, 8
49, 433, 2, 16, 22
49, 445, 1, 35, 35
49, 446, 1, 35, 35
49, 423, 3, 42, 73
49, 447, 1, 42, 42
49, 435, 2, 48, 32
49, 436, 2, 48, 36
49, 415, 4, 59, 60
49, 429, 3, 59, 61
49, 438, 2, 59, 65
50, 444, 2, 7, 19
50, 450, 1, 7, 7
50, 419, 5, 48, 10
50, 454, 1, 48, 48
50, 434, 3, 59, 29
50, 457, 1, 59, 59
50, 448, 2, 60, 47
50, 440, 3, 60, 50
50, 441, 2, 61, 0
50, 418, 5, 61, 73
50, 439, 3, 73, 61
50, 389, 8, 73, 77
51, 437, 4, 48, 39
51, 455, 2, 48, 54
51, 449, 3, 73, 37
51, 426, 5, 73, 62
52, 468, 1, 15, 15
52, 469, 1, 15, 15
52, 425, 6, 21, 0
52, 442, 4, 21, 29
52, 465, 2, 21, 68
52, 459, 2, 37, 2
52, 451, 3, 37, 81
52, 427, 6, 42, 37
52, 462, 2, 42, 49
53, 467, 3, 42, 8
53, 461, 3, 42, 73
53, 452, 4, 48, 29
53, 443, 5, 48, 63
53, 473, 2, 53, 52
53, 485, 1, 53, 53
54, 470, 3, 0, 9
54, 479, 2, 0, 19
54, 478, 2, 16, 10
54, 474, 3, 16, 59
54, 480, 2, 29, 22
54, 483, 2, 29, 34
54, 477, 2, 34, 1
54, 472, 3, 34, 7
54, 471, 3, 39, 0
54, 476, 3, 39, 44
54, 490, 1, 59, 59
54, 491, 1, 59, 59
54, 453, 5, 65, 60
54, 493, 1, 65, 65
55, 487, 2, 7, 4
55, 456, 6, 7, 61
55, 486, 2, 34, 2
55, 464, 5, 34, 8
55, 489, 2, 45, 47
55, 460, 5, 45, 73
55, 475, 4, 48, 7
55, 492, 2, 48, 60
55, 484, 3, 50, 9
55, 494, 2, 50, 89
55, 458, 6, 61, 37
55, 481, 3, 61, 81
56, 495, 2, 48, 5
56, 499, 2, 48, 70
57, 504, 2, 8, 0
57, 505, 2, 8, 7
57, 507, 2, 47, 46
57, 516, 1, 47, 47
57, 506, 2, 48, 40
57, 466, 7, 48, 63
57, 497, 3, 53, 44
57, 502, 3, 53, 62
57, 503, 3, 63, 9
57, 488, 4, 63, 73
57, 517, 1, 63, 63
57, 510, 2, 65, 59
57, 518, 1, 65, 65
58, 482, 6, 8, 16
58, 523, 1, 8, 8
58, 496, 4, 63, 0
58, 514, 2, 63, 17
58, 515, 2, 65, 26
58, 509, 3, 65, 42
59, 524, 2, 15, 12
59, 526, 2, 15, 21
59, 522, 2, 16, 2
59, 527, 2, 16, 23
59, 501, 5, 16, 39
59, 513, 3, 29, 0
59, 498, 5, 29, 45
59, 525, 2, 37, 14
59, 520, 3, 37, 77
59, 535, 1, 37, 37
59, 500, 5, 50, 10
59, 519, 3, 50, 73
59, 508, 4, 62, 53
59, 530, 2, 62, 67
60, 521, 4, 3, 8
60, 463, 10, 3, 34
60, 540, 1, 3, 3
60, 545, 1, 53, 53
60, 546, 1, 53, 53
60, 511, 5, 61, 65
60, 538, 2, 61, 69
61, 542, 2, 0, 14
61, 512, 6, 0, 15
61, 541, 2, 15, 11
61, 534, 3, 15, 34
61, 532, 3, 16, 44
61, 552, 1, 16, 16
61, 539, 3, 37, 8
61, 528, 4, 37, 39
61, 544, 2, 65, 51
61, 536, 3, 65, 59
61, 555, 1, 65, 65
61, 556, 1, 67, 67
61, 557, 1, 67, 67
62, 533, 4, 42, 48
62, 561, 1, 42, 42
63, 560, 2, 29, 36
63, 570, 1, 29, 29
63, 562, 2, 48, 50
63, 566, 2, 48, 64
63, 547, 4, 59, 8
63, 565, 2, 59, 60
63, 537, 5, 59, 65
63, 543, 4, 63, 29
63, 549, 3, 63, 37
64, 550, 4, 9, 15
64, 574, 2, 9, 71
64, 575, 2, 9, 82
64, 578, 1, 23, 23
64, 579, 1, 23, 23
64, 567, 2, 48, 1
64, 563, 3, 48, 21
64, 571, 2, 59, 44
64, 529, 7, 59, 61
64, 551, 4, 60, 0
64, 564, 3, 60, 8
64, 568, 2, 60, 16
65, 581, 2, 34, 29
65, 587, 1, 34, 34
65, 548, 6, 47, 39
65, 583, 2, 47, 54
65, 582, 2, 61, 31
65, 572, 3, 61, 44
66, 588, 2, 48, 38
66, 592, 2, 48, 69
66, 591, 2, 50, 66
66, 599, 1, 50, 50
66, 559, 5, 61, 37
66, 554, 6, 61, 42
66, 558, 5, 61, 44
66, 593, 2, 61, 87
66, 589, 2, 63, 41
66, 602, 1, 63, 63
67, 590, 3, 10, 29
67, 585, 3, 10, 45
67, 573, 5, 39, 16
67, 577, 4, 39, 34
67, 576, 4, 44, 39
67, 531, 9, 44, 81
67, 586, 3, 59, 42
67, 601, 2, 59, 60
67, 580, 4, 59, 73
67, 595, 2, 63, 18
67, 598, 2, 63, 41
68, 604, 2, 15, 11
68, 596, 3, 15, 37
68, 603, 2, 37, 3
68, 611, 2, 37, 71
68, 605, 2, 44, 12
68, 609, 2, 44, 42
68, 610, 2, 44, 55
68, 614, 1, 44, 44
68, 607, 2, 59, 15
68, 597, 3, 59, 50
68, 594, 3, 63, 21
68, 584, 5, 63, 60
68, 600, 3, 63, 61
68, 618, 1, 71, 71
68, 619, 1, 71, 71
69, 612, 2, 10, 20
69, 616, 2, 10, 66
69, 569, 7, 45, 48
69, 620, 2, 45, 72
69, 628, 1, 78, 78
69, 629, 1, 78, 78
70, 622, 2, 44, 14
70, 625, 2, 44, 40
70, 621, 2, 48, 12
70, 617, 3, 48, 50
70, 636, 1, 48, 48
70, 623, 2, 73, 27
70, 606, 4, 73, 29
71, 631, 2, 9, 12
71, 640, 1, 9, 9
71, 615, 4, 15, 16
71, 642, 1, 15, 15
71, 633, 2, 50, 31
71, 635, 2, 50, 43
71, 645, 1, 50, 50
71, 553, 11, 53, 39
71, 638, 2, 53, 80
71, 626, 3, 73, 53
71, 637, 2, 73, 74
72, 632, 3, 0, 16
72, 648, 1, 0, 0
72, 624, 4, 10, 29
72, 650, 1, 10, 10
72, 630, 3, 50, 65
72, 646, 2, 50, 81
73, 651, 2, 3, 19
73, 653, 2, 3, 34
73, 608, 7, 7, 3
73, 654, 2, 7, 43
73, 657, 1, 7, 7
73, 649, 2, 16, 6
73, 613, 6, 16, 8
73, 656, 2, 16, 62
73, 634, 4, 37, 42
73, 659, 1, 37, 37
73, 652, 2, 61, 30
73, 641, 3, 61, 48
73, 643, 3, 61, 81
73, 664, 1, 66, 66
73, 665, 1, 66, 66
74, 662, 2, 61, 43
74, 644, 4, 61, 65
74, 673, 1, 61, 61
75, 627, 7, 8, 7
75, 671, 2, 8, 57
75, 675, 1, 8, 8
75, 666, 2, 21, 4
75, 639, 5, 21, 15
75, 667, 2, 21, 23
75, 658, 3, 60, 16
75, 670, 2, 60, 55
75, 668, 2, 63, 37
75, 663, 3, 63, 42
75, 679, 1, 72, 72
75, 680, 1, 72, 72
76, 660, 4, 29, 65
76, 682, 2, 29, 80
76, 674, 3, 45, 37
76, 655, 5, 45, 73
76, 677, 2, 60, 32
76, 681, 2, 60, 76
76, 676, 2, 65, 11
76, 683, 2, 65, 86
77, 684, 2, 37, 10
77, 661, 5, 37, 48
77, 647, 7, 39, 7
77, 696, 1, 39, 39
77, 690, 2, 42, 68
77, 697, 1, 42, 42
77, 686, 2, 44, 28
77, 698, 1, 44, 44
77, 699, 1, 44, 44
77, 669, 4, 48, 34
77, 692, 2, 48, 87
77, 672, 4, 81, 8
77, 678, 3, 81, 73
78, 695, 2, 42, 10
78, 691, 3, 42, 63
78, 704, 1, 46, 46
78, 705, 1, 46, 46
78, 693, 2, 73, 5
78, 700, 2, 73, 47
78, 709, 1, 89, 89
78, 710, 1, 89, 89
79, 685, 4, 8, 0
79, 703, 2, 8, 24
80, 708, 3, 7, 9
80, 721, 1, 7, 7
80, 712, 2, 15, 16
80, 687, 5, 15, 42
80, 717, 2, 15, 66
80, 707, 3, 16, 44
80, 722, 1, 16, 16
80, 702, 3, 37, 10
80, 713, 2, 37, 33
80, 689, 5, 73, 37
80, 716, 2, 73, 58
81, 706, 4, 0, 10
81, 723, 2, 0, 36
81, 724, 2, 44, 42
81, 715, 3, 44, 63
81, 701, 5, 48, 61
81, 732, 1, 48, 48
81, 688, 6, 50, 0
81, 719, 3, 50, 65
81, 725, 2, 60, 45
81, 728, 2, 60, 81
82, 729, 2, 34, 6
82, 730, 2, 34, 9
82, 734, 2, 48, 61
82, 741, 1, 48, 48
82, 694, 6, 60, 59
82, 726, 3, 60, 65
82, 733, 2, 62, 49
82, 718, 4, 62, 73
82, 743, 1, 62, 62
82, 744, 1, 62, 62
83, 738, 2, 37, 4
83, 742, 2, 37, 53
83, 720, 4, 65, 37
83, 745, 2, 65, 68
83, 750, 1, 65, 65
83, 751, 1, 67, 67
83, 752, 1, 67, 67
84, 736, 4, 7, 34
84, 746, 3, 7, 63
84, 747, 2, 37, 2
84, 714, 6, 37, 9
84, 740, 3, 37, 39
84, 739, 3, 48, 7
84, 760, 1, 48, 48
84, 754, 2, 50, 75
84, 755, 2, 50, 83
84, 748, 2, 73, 56
84, 764, 1, 73, 73
85, 753, 3, 62, 53
85, 771, 1, 62, 62
85, 762, 2, 65, 68
85, 763, 2, 65, 69
85, 772, 1, 79, 79
85, 773, 1, 79, 79
86, 759, 3, 8, 29
86, 774, 1, 8, 8
86, 766, 2, 9, 25
86, 775, 1, 9, 9
86, 711, 8, 45, 15
86, 768, 2, 45, 36
86, 765, 2, 61, 22
86, 767, 2, 61, 30
86, 769, 2, 61, 41
86, 727, 7, 73, 39
86, 758, 3, 73, 59
86, 782, 1, 73, 73
87, 779, 2, 15, 44
87, 781, 2, 15, 66
87, 784, 1, 15, 15
87, 731, 7, 62, 39
87, 789, 1, 62, 62
87, 790, 1, 84, 84
87, 791, 1, 84, 84
88, 756, 5, 3, 0
88, 735, 8, 3, 29
88, 737, 8, 21, 3
88, 777, 3, 21, 16
88, 786, 2, 21, 43
88, 757, 5, 29, 7
88, 749, 6, 29, 50
88, 776, 3, 29, 63
88, 761, 5, 44, 8
88, 788, 2, 44, 56
88, 780, 3, 60, 37
88, 798, 1, 60, 60
89, 783, 3, 7, 16
89, 785, 3, 7, 39
89, 792, 2, 29, 0
89, 787, 3, 29, 37
89, 794, 2, 73, 41
89, 797, 2, 73, 52
89, 778, 4, 73, 65
90, 770, 6, 7, 60
90, 810, 1, 7, 7
90, 795, 3, 10, 15
90, 799, 3, 10, 21
90, 807, 2, 10, 64
90, 803, 2, 15, 49
90, 811, 1, 15, 15
90, 801, 2, 50, 3
90, 809, 2, 50, 90
90, 804, 2, 61, 55
90, 808, 2, 61, 67
90, 806, 2, 81, 58
90, 796, 3, 81, 61
91, 812, 2, 10, 29
91, 800, 4, 10, 60
91, 819, 1, 10, 10
91, 820, 1, 26, 26
91, 821, 1, 26, 26
92, 817, 3, 7, 60
92, 825, 2, 7, 69
92, 828, 1, 7, 7
92, 813, 3, 34, 15
92, 832, 1, 34, 34
92, 793, 5, 37, 61
92, 815, 3, 37, 81
92, 833, 1, 37, 37
93, 814, 4, 10, 47
93, 802, 5, 10, 48
93, 831, 2, 16, 26
93, 824, 3, 16, 61
93, 837, 1, 16, 16
93, 818, 4, 21, 8
93, 838, 1, 21, 21
93, 834, 2, 48, 40
93, 827, 3, 48, 53
93, 826, 3, 48, 59
93, 836, 2, 59, 55
93, 822, 3, 59, 73
94, 840, 2, 15, 24
94, 816, 5, 15, 29
94, 841, 2, 50, 27
94, 842, 2, 50, 28
94, 844, 2, 50, 82
94, 853, 1, 81, 81
94, 854, 1, 81, 81
95, 855, 1, 20, 20
95, 856, 1, 20, 20
95, 847, 2, 29, 19
95, 852, 2, 29, 69
95, 845, 3, 59, 45
95, 849, 2, 59, 48
95, 835, 4, 59, 77
95, 846, 2, 61, 18
95, 848, 2, 61, 22
95, 839, 3, 61, 34
96, 858, 2, 39, 34
96, 869, 1, 39, 39
96, 859, 2, 61, 38
96, 829, 5, 61, 77
96, 857, 2, 77, 32
96, 823, 6, 77, 37
96, 872, 1, 77, 77
97, 864, 2, 7, 3
97, 873, 1, 7, 7
97, 860, 3, 37, 29
97, 861, 3, 37, 65
97, 867, 2, 63, 22
97, 851, 4, 63, 48
97, 868, 2, 81, 31
97, 843, 5, 81, 44
98, 865, 3, 8, 65
98, 879, 2, 8, 67
98, 830, 7, 10, 73
98, 881, 2, 10, 88
98, 883, 1, 13, 13
98, 884, 1, 13, 13
98, 874, 2, 37, 9
98, 870, 3, 37, 61
98, 877, 2, 39, 53
98, 850, 5, 39, 77
98, 875, 2, 44, 12
98, 862, 4, 44, 29
99, 888, 2, 42, 57
99, 876, 3, 42, 81
99, 890, 2, 42, 85
99, 887, 2, 61, 36
99, 880, 3, 61, 42
99, 882, 2, 63, 1
99, 805, 11, 63, 60
99, 878, 3, 65, 59
99, 898, 1, 65, 65
100, 893, 2, 45, 8
100, 863, 6, 45, 10
100, 889, 3, 45, 47
100, 897, 2, 73, 59
100, 906, 1, 73, 73
101, 896, 3, 3, 15
101, 892, 3, 3, 16
101, 902, 2, 3, 40
101, 866, 6, 7, 10
101, 904, 2, 7, 64
101, 900, 2, 29, 24
101, 894, 3, 29, 50
101, 895, 3, 37, 3
101, 905, 2, 37, 69
101, 901, 2, 61, 31
101, 891, 3, 61, 34
101, 908, 2, 61, 89
101, 885, 4, 65, 42
101, 915, 1, 65, 65
102, 886, 5, 16, 10
102, 907, 3, 16, 59
103, 919, 2, 21, 20
103, 913, 3, 21, 61
103, 924, 2, 21, 70
103, 918, 2, 37, 2
103, 912, 3, 37, 45
103, 921, 2, 37, 50
103, 903, 4, 39, 60
103, 914, 3, 39, 65
103, 927, 1, 56, 56
103, 928, 1, 56, 56
103, 910, 3, 65, 10
103, 871, 8, 65, 81
104, 931, 2, 21, 70
104, 934, 2, 21, 84
104, 937, 1, 26, 26
104, 938, 1, 26, 26
104, 935, 2, 45, 87
104, 939, 1, 45, 45
104, 920, 3, 48, 10
104, 911, 4, 48, 34
104, 926, 3, 73, 45
104, 932, 2, 73, 72
104, 941, 1, 75, 75
104, 942, 1, 75, 75
105, 933, 3, 8, 44
105, 944, 2, 8, 85
105, 925, 4, 29, 34
105, 916, 5, 29, 39
105, 929, 3, 29, 53
105, 947, 1, 37, 37
105, 948, 1, 37, 37
105, 930, 3, 59, 15
105, 899, 7, 59, 61
105, 943, 2, 73, 83
105, 951, 1, 73, 73
106, 923, 5, 39, 44
106, 952, 2, 39, 74
106, 950, 2, 77, 52
