Node, InDeg, OutDeg, InCloseCent, InBetwnCent, OutCloseCent, OutBetwenCent
0, 14, 21, 0.0006600894360931457, 0.42582627678360374, 0.000660089436093146, 0.000660089436093146
1, 16, 21, 0.0007869762577420499, 0.4392381280208826, 0.0007869762577420502, 0.0007869762577420502
2, 8, 13, 7.47354685478684e-06, 0.3530584953079246, 7.47354685478684e-06, 7.47354685478684e-06
3, 8, 17, 0.00031795321159715884, 0.3530584953079246, 0.0003179532115971588, 0.0003179532115971588
4, 42, 36, 0.0047139533354935495, 0.5025517320599288, 0.004713953335493545, 0.004713953335493545
5, 0, 13, 0.0, 0.0, 0.0, 0.0
6, 84, 72, 0.024246249594556984, 0.6244392790147623, 0.024246249594557002, 0.024246249594557002
7, 13, 17, 1.1072543919648433e-05, 0.43467461500248383, 1.1072543919648433e-05, 1.1072543919648433e-05
8, 58, 51, 0.00691485529443424, 0.5451131165340596, 0.006914855294434244, 0.006914855294434244
9, 57, 41, 0.003928769892711404, 0.5433432687531048, 0.0039287698927114026, 0.0039287698927114026
10, 30, 19, 0.00018453545040759896, 0.4661552277881791, 0.000184535450407599, 0.000184535450407599
11, 10, 20, 0.0003107142167213329, 0.44745916250255685, 0.00031071421672133307, 0.00031071421672133307
12, 28, 30, 0.0008920592259249881, 0.4822758696713437, 0.0008920592259249883, 0.0008920592259249883
13, 8, 21, 0.00017641844562700997, 0.4152598679304126, 0.00017641844562700995, 0.00017641844562700995
14, 7, 8, 0.0, 0.39562583162164605, 0.0, 0.0
15, 70, 59, 0.017974898243512682, 0.5750849717386813, 0.017974898243512682, 0.017974898243512682
16, 24, 17, 0.00042259120032772706, 0.47407854610752487, 0.00042259120032772706, 0.00042259120032772706
17, 22, 15, 0.0005666339781649428, 0.4754253601589667, 0.0005666339781649434, 0.0005666339781649434
18, 42, 33, 0.014806649407584272, 0.5363773294101163, 0.014806649407584279, 0.014806649407584279
19, 7, 8, 2.6929124566853596e-05, 0.39562583162164605, 2.6929124566853596e-05, 2.6929124566853596e-05
20, 33, 13, 0.006836434900532547, 0.5149222362337116, 0.006836434900532551, 0.006836434900532551
21, 13, 26, 0.0015916647124235646, 0.4687667416693453, 0.0015916647124235642, 0.0015916647124235642
22, 1, 1, 0.0, 0.3450509830432088, 0.0, 0.0
23, 1, 1, 0.0, 0.3450509830432088, 0.0, 0.0
24, 79, 54, 0.0162540785223247, 0.61300266218299, 0.0162540785223247, 0.0162540785223247
25, 1, 8, 0.0, 0.36144649411653623, 0.0, 0.0
26, 20, 24, 7.715320226166434e-05, 0.4486587849221348, 7.715320226166434e-05, 7.715320226166434e-05
27, 1, 5, 0.0, 0.36144649411653623, 0.0, 0.0
28, 91, 69, 0.026865485125927673, 0.6339004802119556, 0.026865485125927683, 0.026865485125927683
29, 31, 14, 0.00036600175759641016, 0.4879000780640125, 0.00036600175759641016, 0.00036600175759641016
30, 40, 32, 0.001480460115460797, 0.5025517320599288, 0.0014804601154607972, 0.0014804601154607972
31, 71, 65, 0.016841000925849094, 0.5770680233653664, 0.016841000925849097, 0.016841000925849097
32, 3, 3, 0.0, 0.37776462026175234, 0.0, 0.0
33, 1, 0, 0.0, 0.3632355355425784, 0.0, 0.0
34, 46, 47, 0.003054896957921929, 0.518110609213487, 0.003054896957921927, 0.003054896957921927
35, 72, 58, 0.013153583165204184, 0.5731155026573844, 0.013153583165204187, 0.013153583165204187
36, 11, 6, 0.0, 0.42800441630679353, 0.0, 0.0
37, 4, 5, 0.0, 0.4052051495785866, 0.0, 0.0
