Node, InDeg, OutDeg, CloseCent, BetwnCent
165, 7, 25, 0.42662989366362664, 0.0019103820118423814
166, 0, 31, 0.0, 0.0
167, 45, 68, 0.5358201303004915, 0.026062009195707687
168, 2, 28, 0.34832903839431606, 0.0008888715689748473
169, 5, 26, 0.3897808625410485, 0.0027806951011836063
170, 20, 35, 0.4636434460819321, 0.004875206894270617
171, 36, 8, 0.5154208867611326, 0.006975226244397361
172, 24, 17, 0.4941017746566576, 0.0034819173415139844
173, 8, 2, 0.4320762327316729, 8.607206173453549e-05
174, 5, 7, 0.4013356311934511, 0.00035641800028432595
175, 19, 26, 0.45027900085118905, 0.00812615078088703
176, 17, 33, 0.45841045007649267, 0.0055616571018801434
177, 43, 50, 0.5415355450236967, 0.022615607250811933
178, 3, 23, 0.3760663507109005, 0.0004804730219359551
179, 8, 12, 0.434851883049007, 0.0005973071777475489
180, 17, 22, 0.4473035889512913, 0.0038425655691937746
181, 21, 39, 0.474476236878239, 0.0072204447509778245
182, 17, 6, 0.44928280837142975, 0.00234003091536605
183, 25, 47, 0.5051637546862843, 0.010331937482783224
184, 14, 34, 0.44534173110501374, 0.005214159930743052
185, 9, 12, 0.4053409768141442, 0.0008792989732282082
186, 15, 20, 0.48122234451157886, 0.007159677516204202
187, 6, 9, 0.38388625592417064, 0.0007527597089367781
188, 8, 12, 0.42662989366362664, 0.005179077230551743
189, 16, 16, 0.46048940903375574, 0.001732221921031581
190, 38, 5, 0.5193755227209368, 0.0015122197986475606
191, 19, 10, 0.4647044150661013, 0.0017316916274982403
192, 62, 24, 0.5640995260663507, 0.012243299120960033
193, 13, 8, 0.41191851802005325, 0.0007074015144391567
194, 44, 32, 0.5330074262044259, 0.011176031829300588
195, 7, 31, 0.3868111035883548, 0.0008592459885010357
196, 42, 29, 0.5302240976080581, 0.01190598385848378
197, 13, 3, 0.45430834314068513, 0.00039624520500302203
198, 18, 24, 0.47782548090326177, 0.002219535431742377
199, 14, 52, 0.4615359758724688, 0.006754296427655729
200, 11, 19, 0.4284300197972284, 0.000821980609730769
201, 7, 44, 0.39975556965331943, 0.003763169902867727
202, 42, 8, 0.5344100773260165, 0.002158970344938235
203, 123, 28, 0.6860669911617779, 0.02971921756194412
204, 45, 22, 0.5344100773260165, 0.0077557701890521615
205, 25, 24, 0.49530690093630797, 0.005101898736973575
206, 2, 7, 0.33291119571128897, 5.531119769811055e-05
207, 7, 27, 0.39897019525321464, 0.0009123825580820388
208, 29, 19, 0.5014218009478673, 0.0071704780687131065
209, 16, 9, 0.4733702316640705, 0.0007605558361576287
210, 22, 21, 0.4929024985045783, 0.004933516394857418
211, 10, 6, 0.40860327843840294, 0.00033294482108848274
